step_idx,timestep,baseline,main,early,late
0,958,0.007724761962890625,0.007724761962890625,0.007732391357421875,0.007724761962890625
1,925,0.0174560546875,0.0174560546875,0.0579833984375,0.0174560546875
2,892,0.6346435546875,0.6346435546875,0.6087646484375,0.6346435546875
3,859,0.779052734375,0.779052734375,0.8416748046875,0.779052734375
4,826,0.919189453125,0.915740966796875,1.0068359375,0.919189453125
5,793,1.1532058715820312,1.1676025390625,1.15679931640625,1.1532058715820312
6,760,1.2150344848632812,1.31884765625,1.348876953125,1.2150344848632812
7,727,1.1932830810546875,1.4068603515625,1.3663330078125,1.1932830810546875
8,694,1.006927490234375,1.26263427734375,1.34246826171875,1.006927490234375
9,661,0.8415451049804688,1.17413330078125,1.242645263671875,0.8415451049804688
10,628,0.8099746704101562,1.1746826171875,1.2099609375,0.8099746704101562
11,595,0.733673095703125,1.153961181640625,1.1848297119140625,0.733673095703125
12,562,0.7477264404296875,1.0502166748046875,1.1235427856445312,0.7477264404296875
13,529,0.7117767333984375,0.7679595947265625,1.1266098022460938,0.8635787963867188
14,496,0.73223876953125,0.7949600219726562,1.1644668579101562,0.8843765258789062
15,463,0.7180709838867188,0.71044921875,1.2106475830078125,0.8607177734375
16,430,0.7891082763671875,0.70819091796875,1.166229248046875,1.10369873046875
17,397,0.76751708984375,0.6790771484375,1.121795654296875,1.0908966064453125
18,364,0.9687042236328125,0.8144073486328125,1.1703033447265625,1.08819580078125
19,331,1.1764373779296875,1.0319442749023438,1.2530670166015625,1.346405029296875
20,298,1.2470703125,1.2544021606445312,1.439300537109375,1.517791748046875
21,265,1.4145050048828125,1.462127685546875,1.4559478759765625,1.603973388671875
22,232,1.6572265625,1.51092529296875,1.5018310546875,1.82745361328125
23,199,1.885101318359375,1.8121337890625,1.667144775390625,2.1476593017578125
24,166,2.113739013671875,1.9247589111328125,1.81500244140625,2.38311767578125
25,133,2.256103515625,2.1099014282226562,1.93145751953125,2.721282958984375
26,100,2.435150146484375,2.23046875,1.99591064453125,2.96368408203125
27,67,2.5053558349609375,2.51812744140625,2.241973876953125,3.1603546142578125
28,34,2.7554092407226562,2.9951553344726562,2.42315673828125,3.3757781982421875
29,1,3.7061614990234375,4.08251953125,3.172271728515625,4.059089660644531
