step_idx,timestep,baseline,main,early,late
0,958,0.0088958740234375,0.0088958740234375,0.0088958740234375,0.0088958740234375
1,925,0.014684677124023438,0.014684677124023438,0.015354156494140625,0.014684677124023438
2,892,0.0396575927734375,0.0396575927734375,0.0346832275390625,0.0396575927734375
3,859,0.041217803955078125,0.041217803955078125,0.041019439697265625,0.041217803955078125
4,826,0.088165283203125,0.088165283203125,0.10252189636230469,0.088165283203125
5,793,0.200714111328125,0.20774078369140625,0.2907752990722656,0.200714111328125
6,760,0.42810821533203125,0.47332763671875,0.5236358642578125,0.42810821533203125
7,727,0.6106529235839844,0.6369113922119141,0.7486038208007812,0.6106529235839844
8,694,0.7728958129882812,0.8641433715820312,0.98187255859375,0.7728958129882812
9,661,1.0489234924316406,1.1995582580566406,1.1865997314453125,1.0489234924316406
10,628,1.213653564453125,1.4229698181152344,1.3856353759765625,1.213653564453125
11,595,1.3087615966796875,1.4451026916503906,1.4585647583007812,1.3087615966796875
12,562,1.3174514770507812,1.4168472290039062,1.4782676696777344,1.3174514770507812
13,529,1.2085113525390625,1.2837371826171875,1.4427719116210938,1.2085113525390625
14,496,1.0539436340332031,1.1787490844726562,1.3567619323730469,1.0756759643554688
15,463,0.9127349853515625,1.0769424438476562,1.2791290283203125,0.9289093017578125
16,430,0.8623313903808594,0.991424560546875,1.3031349182128906,0.8849945068359375
17,397,0.8078155517578125,0.9906539916992188,1.3388710021972656,0.8262748718261719
18,364,0.8068466186523438,1.0235748291015625,1.3702964782714844,0.8144683837890625
19,331,0.7964439392089844,1.0021133422851562,1.4032249450683594,0.8222503662109375
20,298,0.72119140625,0.9493293762207031,1.4073677062988281,0.82354736328125
21,265,0.6615982055664062,0.9106369018554688,1.383331298828125,0.7726593017578125
22,232,0.6061782836914062,0.8524436950683594,1.3317527770996094,0.6773223876953125
23,199,0.5863571166992188,0.8231620788574219,1.310577392578125,0.6702728271484375
24,166,0.556793212890625,0.7761039733886719,1.2005653381347656,0.6328353881835938
25,133,0.5241737365722656,0.7240219116210938,1.0984420776367188,0.5623016357421875
26,100,0.4948539733886719,0.6956291198730469,1.0164718627929688,0.54595947265625
27,67,0.4556846618652344,0.6437492370605469,0.9653434753417969,0.585113525390625
28,34,0.4190826416015625,0.5626296997070312,0.9241981506347656,0.5739669799804688
29,1,0.2983283996582031,0.2549285888671875,0.932647705078125,0.37451934814453125
