rank,feature_id,score
1,2758,0.0051207286305725574
2,4052,0.004259680397808552
3,919,0.0037859436124563217
4,473,0.003030981170013547
5,878,0.0024722213856875896
6,366,0.002370621310546994
7,2932,0.0021944844629615545
8,2215,0.002171144587919116
9,4589,0.0021126295905560255
10,2229,0.002051852410659194
11,2091,0.0019854996353387833
12,3940,0.0019152391469106078
13,1195,0.0018956807907670736
14,58,0.0018191194394603372
15,4578,0.001711198827251792
16,1517,0.001634129323065281
17,304,0.0016323445597663522
18,2261,0.0015994316199794412
19,1760,0.0015828112373128533
20,2627,0.0015091566601768136
21,1235,0.00150011433288455
22,540,0.0014395893085747957
23,2623,0.0014039753004908562
24,4014,0.0013984949328005314
25,970,0.0013001386541873217
26,3653,0.0012772264890372753
27,1643,0.0012619424378499389
28,4219,0.001138924853876233
29,1147,0.0011010266607627273
30,3611,0.0010971134761348367
31,4444,0.0010949200950562954
32,4567,0.0010710820788517594
33,3010,0.0010694414377212524
34,3603,0.0010348961222916842
35,1234,0.0010346148628741503
36,2374,0.0010107283014804125
37,3690,0.0010075768223032355
38,156,0.0009911919478327036
39,324,0.0009911793749779463
40,4766,0.0009729486191645265
41,4657,0.0009671623120084405
42,2995,0.0009526673820801079
43,4894,0.0009298695949837565
44,3873,0.0009290029411204159
45,2078,0.0009109253296628594
46,264,0.0009084766497835517
47,999,0.0009051651577465236
48,1384,0.0008952906355261803
49,4465,0.0008825344848446548
50,4840,0.0008651161333546042
