step_idx,timestep,feature_id,score_mode,primary_score,taris_score,saeuron_score,energy_pos,energy_neg,pos_mu_raw,neg_mu_raw,neg_sigma_raw,diff_raw,saeuron_term_raw,pos_mu_norm,neg_mu_norm,diff
0,981,4908,taris,0.002066477667540312,0.002066477667540312,9.18433952331543,120.56009774072265,120.40956978662109,0.2963714599609375,0.012776374816894531,0.015031179413199425,0.28359508514404297,18.865866176066554,0.0024582881526715077,0.000106107636125066,0.0023521805165464416
0,981,2608,taris,0.0019773696549236774,0.0019773696549236774,3.080179214477539,120.56009774072265,120.40956978662109,0.07942581176757812,0.04030036926269531,0.019000239670276642,0.03912544250488281,2.0590994684460595,0.0006588067964111294,0.000334694072357471,0.0003241127240536584
0,981,1319,taris,0.0017660439480096102,0.0017660439480096102,2.0661261081695557,120.56009774072265,120.40956978662109,0.6552276611328125,0.24903392791748047,0.1585245281457901,0.40619373321533203,2.562323797097024,0.005434863386905586,0.002068223716427156,0.0033666396704784304
0,981,8977,taris,0.0013989272993057966,0.0013989272993057966,1.2530790567398071,120.56009774072265,120.40956978662109,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,981,8403,taris,0.0013468783581629395,0.0013468783581629395,1.8020575046539307,120.56009774072265,120.40956978662109,0.13733673095703125,0.06934738159179688,0.03241948410868645,0.06798934936523438,2.0971108616795124,0.001139155769866648,0.0005759291534276553,0.0005632266164389927
0,981,6312,taris,0.0012446679174900055,0.0012446679174900055,0.5738455057144165,120.56009774072265,120.40956978662109,0.2148284912109375,0.13834762573242188,0.08669358491897583,0.07648086547851562,0.8821873424965829,0.001781920347086555,0.0011489753345817028,0.0006329450125048522
0,981,1730,taris,0.0011334524024277925,0.0011334524024277925,0.3840896189212799,120.56009774072265,120.40956978662109,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,981,3879,taris,0.0011304066283628345,0.0011304066283628345,4850.0576171875,120.56009774072265,120.40956978662109,0.024179458618164062,0.0,0.0,0.024179458618164062,24179.458618164062,0.00020055938134825145,0.0,0.00020055938134825145
0,981,10198,taris,0.0011213570833206177,0.0011213570833206177,28369.95703125,120.56009774072265,120.40956978662109,0.059456825256347656,0.0013866424560546875,0.003668711055070162,0.05807018280029297,15.824183955862626,0.0004931716742982068,1.1516048587433452e-05,0.0004816556257107734
0,981,1825,taris,0.0011211121454834938,0.0011211121454834938,13.651165962219238,120.56009774072265,120.40956978662109,0.1133432388305664,0.0019350051879882812,0.005119542591273785,0.11140823364257812,21.757114926147747,0.0009401389095944757,1.6070194349313946e-05,0.0009240687152451617
1,961,4908,taris,0.002066477667540312,0.002066477667540312,9.18433952331543,120.81538491113281,121.1131601796875,0.24709320068359375,0.0052156453020870686,0.009551913477480412,0.24187755538150668,25.319768252030908,0.002045213040254319,4.3064232609808585e-05,0.0020021488076445103
1,961,2608,taris,0.0019773696549236774,0.0019773696549236774,3.080179214477539,120.81538491113281,121.1131601796875,0.1039571762084961,0.05780411139130592,0.020503420382738113,0.04615306481719017,2.2508836609712053,0.0008604630634166586,0.0004772735787386427,0.00038318948467801596
1,961,1319,taris,0.0017660439480096102,0.0017660439480096102,2.0661261081695557,120.81538491113281,121.1131601796875,0.4902496337890625,0.21457578241825104,0.14441639184951782,0.27567385137081146,1.9088687854026765,0.004057841094904192,0.0017716966686353432,0.0022861444262688487
1,961,8977,taris,0.0013989272993057966,0.0013989272993057966,1.2530790567398071,120.81538491113281,121.1131601796875,0.0,0.0014019012451171875,0.0037090820260345936,-0.0014019012451171875,-0.3778626012254414,0.0,1.157513554296891e-05,-1.157513554296891e-05
1,961,8403,taris,0.0013468783581629395,0.0013468783581629395,1.8020575046539307,120.81538491113281,121.1131601796875,0.11773681640625,0.0541687048971653,0.02963528223335743,0.0635681115090847,2.1449421694849073,0.000974518406681837,0.00044725696874558314,0.0005272614379362539
1,961,6312,taris,0.0012446679174900055,0.0012446679174900055,0.5738455057144165,120.81538491113281,121.1131601796875,0.3969879150390625,0.22562788426876068,0.17275570333003998,0.17136003077030182,0.9919153784900033,0.0032859053119027154,0.0018629510115499561,0.0014229543003527593
1,961,1730,taris,0.0011334524024277925,0.0011334524024277925,0.3840896189212799,120.81538491113281,121.1131601796875,0.02984047122299671,0.011905670166015625,0.009947284124791622,0.017934801056981087,1.8028034615825523,0.0002469923118230863,9.830203545471011e-05,0.0001486902763683762
1,961,3879,taris,0.0011304066283628345,0.0011304066283628345,4850.0576171875,120.81538491113281,121.1131601796875,0.04660797119140625,0.0,0.0,0.04660797119140625,46607.97119140625,0.0003857784439100144,0.0,0.0003857784439100144
1,961,10198,taris,0.0011213570833206177,0.0011213570833206177,28369.95703125,120.81538491113281,121.1131601796875,0.08288955688476562,0.0,0.0,0.08288955688476562,82889.55688476562,0.000686084449805263,0.0,0.000686084449805263
1,961,1825,taris,0.0011211121454834938,0.0011211121454834938,13.651165962219238,120.81538491113281,121.1131601796875,0.07390594482421875,0.0018644334049895406,0.004932826850563288,0.07204151141922921,14.601548372335834,0.0006117262704462775,1.5394143809173217e-05,0.0005963321266371043
2,941,4908,taris,0.002066477667540312,0.002066477667540312,9.18433952331543,121.13501839501953,122.19220070703125,0.19232940673828125,0.007266998291015625,0.012611317448318005,0.18506240844726562,14.673148626777214,0.001587727556296709,5.9471866853753e-05,0.001528255689442956
2,941,2608,taris,0.0019773696549236774,0.0019773696549236774,3.080179214477539,121.13501839501953,122.19220070703125,0.036393169313669205,0.039058685302734375,0.03238542377948761,-0.0026655159890651703,-0.08230349875040577,0.0003004347528556244,0.0003196495772785181,-1.9214824422893705e-05
2,941,1319,taris,0.0017660439480096102,0.0017660439480096102,2.0661261081695557,121.13501839501953,122.19220070703125,0.462432861328125,0.1521291732788086,0.10003651678562164,0.3103036880493164,3.1018731573904508,0.003817499410617483,0.0012449990457537826,0.0025725003648637
2,941,8977,taris,0.0013989272993057966,0.0013989272993057966,1.2530790567398071,121.13501839501953,122.19220070703125,0.0,0.001422882080078125,0.0037645921111106873,-0.001422882080078125,-0.37786410160563993,0.0,1.164462274879258e-05,-1.164462274879258e-05
2,941,8403,taris,0.0013468783581629395,0.0013468783581629395,1.8020575046539307,121.13501839501953,122.19220070703125,0.1626739501953125,0.08609390258789062,0.05067318305373192,0.07658004760742188,1.511224118329069,0.001342914314544743,0.000704577723371313,0.0006383365911734301
2,941,6312,taris,0.0012446679174900055,0.0012446679174900055,0.5738455057144165,121.13501839501953,122.19220070703125,0.540740966796875,0.3887786865234375,0.24979358911514282,0.1519622802734375,0.6083489670922795,0.004463952488400395,0.0031816980484341683,0.0012822544399662267
2,941,1730,taris,0.0011334524024277925,0.0011334524024277925,0.3840896189212799,121.13501839501953,122.19220070703125,0.07125091552734375,0.04088592529296875,0.033715393394231796,0.030364990234375,0.9006001881437842,0.0005881942023981501,0.00033460339576825437,0.00025359080662989573
2,941,3879,taris,0.0011304066283628345,0.0011304066283628345,4850.0576171875,121.13501839501953,122.19220070703125,0.044887542724609375,0.0014200210571289062,0.0037570225540548563,0.04346752166748047,11.566594144194156,0.0003705579387310757,1.1621208627984017e-05,0.0003589367301030917
2,941,10198,taris,0.0011213570833206177,0.0011213570833206177,28369.95703125,121.13501839501953,122.19220070703125,0.0637969970703125,0.0,0.0,0.0637969970703125,63796.9970703125,0.0005266602334782451,0.0,0.0005266602334782451
2,941,1825,taris,0.0011211121454834938,0.0011211121454834938,13.651165962219238,121.13501839501953,122.19220070703125,0.062366485595703125,0.005313873291015625,0.0068818056024611,0.0570526123046875,8.289150616761146,0.0005148510019813339,4.348782704843986e-05,0.00047136317493289405
3,921,4908,taris,0.002066477667540312,0.002066477667540312,9.18433952331543,120.37947182519531,123.15985970361328,0.14452362060546875,0.005699157249182463,0.015078553929924965,0.1388244633562863,9.206138590133818,0.001200566993808824,4.6274470130914414e-05,0.0011542925236779095
3,921,2608,taris,0.0019773696549236774,0.0019773696549236774,3.080179214477539,120.37947182519531,123.15985970361328,0.020868301391601562,0.021723749116063118,0.02953708916902542,-0.0008554477244615555,-0.028960834926268865,0.00017335431926387507,0.00017638660167640466,-3.0322824125295945e-06
3,921,1319,taris,0.0017660439480096102,0.0017660439480096102,2.0661261081695557,120.37947182519531,123.15985970361328,0.35678863525390625,0.13649176061153412,0.09592551738023758,0.22029687464237213,2.2965169658891096,0.002963866096472029,0.001108248750363993,0.001855617346108036
3,921,8977,taris,0.0013989272993057966,0.0013989272993057966,1.2530790567398071,120.37947182519531,123.15985970361328,0.02413654327392578,0.0031719207763671875,0.005493949167430401,0.020964622497558594,3.8152532186866916,0.00020050381437937184,2.5754501377319525e-05,0.0001747493130020523
3,921,8403,taris,0.0013468783581629395,0.0013468783581629395,1.8020575046539307,120.37947182519531,123.15985970361328,0.19952392578125,0.10703659057617188,0.06380761414766312,0.09248733520507812,1.4494490507355005,0.001657458059551727,0.0008690866556178094,0.0007883714039339175
3,921,6312,taris,0.0012446679174900055,0.0012446679174900055,0.5738455057144165,120.37947182519531,123.15985970361328,0.68182373046875,0.5269241333007812,0.3692167401313782,0.15489959716796875,0.4195345465059482,0.005663953497477009,0.004278375556523327,0.001385577940953682
3,921,1730,taris,0.0011334524024277925,0.0011334524024277925,0.3840896189212799,120.37947182519531,123.15985970361328,0.17888927459716797,0.08767318725585938,0.07151021808385849,0.0912160873413086,1.27554934436081,0.00148604468756048,0.000711864949073884,0.000774179738486596
3,921,3879,taris,0.0011304066283628345,0.0011304066283628345,4850.0576171875,120.37947182519531,123.15985970361328,0.04273033142089844,0.012375830672681332,0.028369395062327385,0.030354500748217106,1.0699357792350372,0.0003549636061117442,0.0001004859107704736,0.0002544776953412706
3,921,10198,taris,0.0011213570833206177,0.0011213570833206177,28369.95703125,120.37947182519531,123.15985970361328,0.053824424743652344,0.0,0.0,0.053824424743652344,53824.424743652344,0.00044712295150963556,0.0,0.00044712295150963556
3,921,1825,taris,0.0011211121454834938,0.0011211121454834938,13.651165962219238,120.37947182519531,123.15985970361328,0.05319690704345703,0.0035514826886355877,0.00617383373901248,0.049645424354821444,8.039961309591643,0.00044191012169171996,2.8836365169482194e-05,0.0004130737565222378
4,901,4908,taris,0.002066477667540312,0.002066477667540312,9.18433952331543,119.9802027211914,123.06732277734375,0.1473083645105362,0.015115737915039062,0.03504535183310509,0.13219262659549713,3.771936868779216,0.001227772258835482,0.00012282495120485238,0.0011049473076306295
4,901,2608,taris,0.0019773696549236774,0.0019773696549236774,3.080179214477539,119.9802027211914,123.06732277734375,0.059452056884765625,0.006638526450842619,0.009684975259006023,0.052813530433923006,5.45257746604473,0.0004955155562032148,5.394223503872913e-05,0.00044157332116448564
4,901,1319,taris,0.0017660439480096102,0.0017660439480096102,2.0661261081695557,119.9802027211914,123.06732277734375,0.3157806694507599,0.14812088012695312,0.11659179627895355,0.16765978932380676,1.4379944102436064,0.0026319397891381075,0.0012035760328916625,0.001428363756246445
4,901,8977,taris,0.0013989272993057966,0.0013989272993057966,1.2530790567398071,119.9802027211914,123.06732277734375,0.09950924664735794,0.032772064208984375,0.03123791329562664,0.06673718243837357,2.1363477598216125,0.0008293805510447117,0.00026629379326205345,0.0005630867577826582
4,901,8403,taris,0.0013468783581629395,0.0013468783581629395,1.8020575046539307,119.9802027211914,123.06732277734375,0.23641204833984375,0.12313460558652878,0.08547990769147873,0.11327744275331497,1.3251782861520454,0.001970425478353419,0.0010005467154697658,0.0009698787628836531
4,901,6312,taris,0.0012446679174900055,0.0012446679174900055,0.5738455057144165,119.9802027211914,123.06732277734375,0.7279509902000427,0.5835647583007812,0.3721838891506195,0.14438623189926147,0.38794221933290207,0.006067259211852198,0.004741833535751648,0.0013254256761005504
4,901,1730,taris,0.0011334524024277925,0.0011334524024277925,0.3840896189212799,119.9802027211914,123.06732277734375,0.3128509521484375,0.1978302001953125,0.2210700660943985,0.115020751953125,0.5202885840520195,0.002607521449813157,0.0016074957651693738,0.0010000256846437832
4,901,3879,taris,0.0011304066283628345,0.0011304066283628345,4850.0576171875,119.9802027211914,123.06732277734375,0.03666400909423828,0.005657196044921875,0.014967533759772778,0.031006813049316406,2.0714662870084006,0.00030558382351993254,4.596830350455421e-05,0.00025961552001537835
4,901,10198,taris,0.0011213570833206177,0.0011213570833206177,28369.95703125,119.9802027211914,123.06732277734375,0.053314208984375,0.0,0.0,0.053314208984375,53314.208984375,0.00044435838392660443,0.0,0.00044435838392660443
