rank,feature_id,score
1,4044,45543.109375
2,9611,33870.125
3,9335,21245.57421875
4,8770,17104.02734375
5,8483,11611.9228515625
6,8906,11240.958984375
7,7699,10723.1142578125
8,6115,10686.990234375
9,8799,9804.916015625
10,6048,8522.9873046875
