step_idx,timestep,active,mode,scale,mean_abs_c_base,mean_abs_w_time,mean_abs_c_final,mean_abs_recon_pre_spatial,mean_abs_recon_final,mean_abs_delta_x,delta_over_x
0,958,0,injection,1.25,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1,925,0,injection,1.25,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2,892,0,injection,1.25,0.0,1.0,0.0,0.0,0.0,0.0,0.0
3,859,0,injection,1.25,0.0,1.0,0.0,0.0,0.0,0.0,0.0
4,826,1,injection,1.25,1.556640625,1.74609375,3.228515625,0.62744140625,0.6337890625,0.7919921875,0.1949519230768751
5,793,1,injection,1.25,1.74609375,1.796875,4.78125,0.89208984375,0.908203125,1.1357421875,0.2699628597956647
6,760,1,injection,1.25,2.208984375,1.83203125,6.21484375,1.1318359375,1.1533203125,1.44140625,0.33760292772178735
7,727,1,injection,1.25,3.060546875,1.8486328125,7.5,1.3115234375,1.32421875,1.6552734375,0.3831374321879764
8,694,1,injection,1.25,3.177734375,1.85546875,7.28125,1.2734375,1.287109375,1.6083984375,0.3692825112106775
9,661,1,injection,1.25,3.1875,1.86328125,6.9296875,1.2138671875,1.228515625,1.5361328125,0.3504901960783514
10,628,1,injection,1.25,3.1875,1.8681640625,6.8125,1.189453125,1.205078125,1.505859375,0.3423623445825154
11,595,1,injection,1.25,3.185546875,1.8740234375,6.6171875,1.158203125,1.1748046875,1.4677734375,0.33340727595378405
12,562,1,injection,1.25,3.15625,1.8798828125,6.50390625,1.1416015625,1.1572265625,1.447265625,0.3287488908606174
13,529,0,injection,1.25,0.0,1.0,0.0,0.0,0.0,0.0,0.0
14,496,0,injection,1.25,0.0,1.0,0.0,0.0,0.0,0.0,0.0
15,463,0,injection,1.25,0.0,1.0,0.0,0.0,0.0,0.0,0.0
16,430,0,injection,1.25,0.0,1.0,0.0,0.0,0.0,0.0,0.0
17,397,0,injection,1.25,0.0,1.0,0.0,0.0,0.0,0.0,0.0
18,364,0,injection,1.25,0.0,1.0,0.0,0.0,0.0,0.0,0.0
19,331,0,injection,1.25,0.0,1.0,0.0,0.0,0.0,0.0,0.0
20,298,0,injection,1.25,0.0,1.0,0.0,0.0,0.0,0.0,0.0
21,265,0,injection,1.25,0.0,1.0,0.0,0.0,0.0,0.0,0.0
22,232,0,injection,1.25,0.0,1.0,0.0,0.0,0.0,0.0,0.0
23,199,0,injection,1.25,0.0,1.0,0.0,0.0,0.0,0.0,0.0
24,166,0,injection,1.25,0.0,1.0,0.0,0.0,0.0,0.0,0.0
25,133,0,injection,1.25,0.0,1.0,0.0,0.0,0.0,0.0,0.0
26,100,0,injection,1.25,0.0,1.0,0.0,0.0,0.0,0.0,0.0
27,67,0,injection,1.25,0.0,1.0,0.0,0.0,0.0,0.0,0.0
28,34,0,injection,1.25,0.0,1.0,0.0,0.0,0.0,0.0,0.0
29,1,0,injection,1.25,0.0,1.0,0.0,0.0,0.0,0.0,0.0
