step_idx,timestep,baseline,main,early,late
0,958,8.899162292480469,8.899162292480469,8.943084716796875,8.899162292480469
1,925,12.8101806640625,12.8101806640625,17.77178955078125,12.8101806640625
2,892,11.799072265625,11.799072265625,28.345703125,11.799072265625
3,859,14.310501098632812,14.310501098632812,43.7911376953125,14.310501098632812
4,826,15.510299682617188,15.56298828125,49.333740234375,15.510299682617188
5,793,16.157852172851562,17.458526611328125,46.3359375,16.157852172851562
6,760,16.356842041015625,22.097152709960938,46.328643798828125,16.356842041015625
7,727,16.73956298828125,30.593994140625,46.26324462890625,16.73956298828125
8,694,17.2095947265625,31.785614013671875,44.990234375,17.2095947265625
9,661,17.458251953125,31.8720703125,44.1845703125,17.458251953125
10,628,17.73504638671875,31.87109375,42.999908447265625,17.73504638671875
11,595,18.1202392578125,31.85009765625,42.235107421875,18.1202392578125
12,562,18.320556640625,31.564453125,41.27374267578125,18.320556640625
13,529,18.438720703125,32.0205078125,40.16705322265625,18.3216552734375
14,496,18.65380859375,31.3291015625,38.71954345703125,20.255645751953125
15,463,18.697853088378906,30.42822265625,37.25909423828125,22.464111328125
16,430,18.5755615234375,29.326171875,36.25115966796875,28.278594970703125
17,397,18.37939453125,28.333740234375,35.360260009765625,32.064697265625
18,364,18.0780029296875,27.46435546875,34.21990966796875,34.24043273925781
19,331,18.191650390625,26.50732421875,33.529052734375,35.17012023925781
20,298,18.3416748046875,25.78009033203125,32.8375244140625,35.44384765625
21,265,18.6551513671875,25.25726318359375,31.9715576171875,35.73066711425781
22,232,19.0386962890625,24.3912353515625,31.7352294921875,35.635986328125
23,199,19.293716430664062,23.58203125,31.5047607421875,35.04730224609375
24,166,19.655181884765625,23.06640625,30.9459228515625,34.33123779296875
25,133,19.49285888671875,22.3548583984375,30.740234375,33.69659423828125
26,100,19.684890747070312,21.532135009765625,30.3297119140625,32.83708190917969
27,67,19.895614624023438,21.24102783203125,30.0009765625,32.02490234375
28,34,20.651535034179688,20.7030029296875,30.24322509765625,30.277175903320312
29,1,21.56695556640625,19.1385498046875,32.53700256347656,26.674392700195312
