step_idx,timestep,active,mode,scale,mean_abs_c_base,mean_abs_w_time,mean_abs_c_final,mean_abs_recon_pre_spatial,mean_abs_recon_final,mean_abs_delta_x,delta_over_x
0,958,0,injection,1.25,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1,925,0,injection,1.25,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2,892,0,injection,1.25,0.0,1.0,0.0,0.0,0.0,0.0,0.0
3,859,0,injection,1.25,0.0,1.0,0.0,0.0,0.0,0.0,0.0
4,826,0,injection,1.25,0.0,1.0,0.0,0.0,0.0,0.0,0.0
5,793,0,injection,1.25,0.0,1.0,0.0,0.0,0.0,0.0,0.0
6,760,0,injection,1.25,0.0,1.0,0.0,0.0,0.0,0.0,0.0
7,727,0,injection,1.25,0.0,1.0,0.0,0.0,0.0,0.0,0.0
8,694,0,injection,1.25,0.0,1.0,0.0,0.0,0.0,0.0,0.0
9,661,0,injection,1.25,0.0,1.0,0.0,0.0,0.0,0.0,0.0
10,628,0,injection,1.25,0.0,1.0,0.0,0.0,0.0,0.0,0.0
11,595,0,injection,1.25,0.0,1.0,0.0,0.0,0.0,0.0,0.0
12,562,0,injection,1.25,0.0,1.0,0.0,0.0,0.0,0.0,0.0
13,529,1,injection,1.25,1.83203125,1.8876953125,4.55859375,0.86865234375,0.88671875,1.1083984375,0.25022045855373537
14,496,1,injection,1.25,2.025390625,1.8798828125,5.8671875,1.091796875,1.123046875,1.404296875,0.3167400881056554
15,463,1,injection,1.25,2.24609375,1.8759765625,6.19921875,1.126953125,1.1572265625,1.4462890625,0.3262114537444198
16,430,1,injection,1.25,2.828125,1.86328125,6.78515625,1.20703125,1.23046875,1.5380859375,0.34600175746916645
17,397,1,injection,1.25,3.20703125,1.8544921875,7.1328125,1.25390625,1.275390625,1.5947265625,0.35780017528475755
18,364,1,injection,1.25,3.423828125,1.84375,7.203125,1.263671875,1.28125,1.6015625,0.3587051618546878
19,331,1,injection,1.25,3.517578125,1.8291015625,7.16796875,1.2626953125,1.279296875,1.599609375,0.35826771653535283
20,298,1,injection,1.25,3.544921875,1.818359375,6.984375,1.240234375,1.255859375,1.5693359375,0.3521034180542593
21,265,1,injection,1.25,3.572265625,1.8056640625,6.91015625,1.224609375,1.23828125,1.5478515625,0.34819859402452624
22,232,1,injection,1.25,3.5625,1.7998046875,7.0078125,1.2490234375,1.2626953125,1.5791015625,0.3561674008809769
23,199,1,injection,1.25,3.505859375,1.7919921875,7.00390625,1.25390625,1.2666015625,1.583984375,0.35916740478291237
24,166,1,injection,1.25,3.43359375,1.783203125,6.8984375,1.2333984375,1.2470703125,1.55859375,0.35561497326195096
25,133,1,injection,1.25,3.369140625,1.7861328125,7.0625,1.2529296875,1.2666015625,1.5830078125,0.3637791741471336
26,100,1,injection,1.25,3.283203125,1.783203125,7.21875,1.26953125,1.2861328125,1.607421875,0.3730734360833223
27,67,1,injection,1.25,3.203125,1.78515625,7.5,1.314453125,1.3359375,1.669921875,0.3925619834709821
28,34,1,injection,1.25,3.02734375,1.7822265625,7.60546875,1.33984375,1.37109375,1.7138671875,0.4111996251170522
29,1,1,injection,1.25,2.66796875,1.79296875,7.796875,1.3505859375,1.4267578125,1.783203125,0.47305699481852737
