rank,feature_id,score
1,7064,-0.8799699544906616
2,9242,-0.7852208018302917
3,8660,-0.7848104238510132
4,9297,-0.7603083848953247
5,8805,-0.6823657751083374
6,1618,-0.6820207834243774
7,4009,-0.6604923605918884
8,7644,-0.6552568674087524
9,6955,-0.6529173851013184
10,9808,-0.6437117457389832
11,7645,-0.6344276666641235
12,741,-0.6241957545280457
13,6952,-0.6139373183250427
14,4238,-0.6103211045265198
15,7069,-0.605423092842102
16,3765,-0.6053985953330994
17,3196,-0.5977580547332764
18,5738,-0.5960392951965332
19,3267,-0.5931532382965088
20,9700,-0.5905058979988098
