rank,feature_id,score
1,3909,15395.5966796875
2,277,14812.6328125
3,9717,6059.38525390625
4,3718,4510.5283203125
5,5242,4346.16455078125
6,10203,4326.96435546875
7,7504,4206.88671875
8,1808,3743.61376953125
9,9955,3643.096923828125
10,8405,3338.23291015625
