step_idx,timestep,baseline,early,mid,late,custom
0,958,2.1984939575195312,1.083221435546875,2.1984939575195312,2.1984939575195312,1.083221435546875
1,925,4.1374664306640625,1.9613037109375,4.1374664306640625,4.1374664306640625,1.9613037109375
2,892,6.27764892578125,2.2733154296875,6.27764892578125,6.27764892578125,2.2733154296875
3,859,8.017990112304688,2.4401473999023438,8.017990112304688,8.017990112304688,2.4401473999023438
4,826,10.119384765625,2.9172821044921875,2.1375732421875,10.119384765625,2.78955078125
5,793,11.065673828125,2.7765350341796875,2.34954833984375,11.065673828125,2.7683258056640625
6,760,11.83343505859375,2.5969390869140625,2.61199951171875,11.83343505859375,2.6802749633789062
7,727,11.936065673828125,2.4378204345703125,3.073272705078125,11.936065673828125,2.3889007568359375
8,694,11.765670776367188,2.588409423828125,3.53643798828125,11.765670776367188,2.362457275390625
9,661,11.485198974609375,2.7676849365234375,3.92919921875,11.485198974609375,2.2353668212890625
10,628,11.25921630859375,2.828826904296875,4.5052490234375,11.25921630859375,2.2002716064453125
11,595,10.94775390625,2.7417449951171875,4.667449951171875,10.94775390625,2.0459442138671875
12,562,10.82586669921875,2.5804443359375,4.5647125244140625,10.82586669921875,1.92132568359375
13,529,10.6573486328125,2.516265869140625,4.4862060546875,2.400604248046875,1.79193115234375
14,496,10.383544921875,2.4028778076171875,4.419158935546875,2.58245849609375,1.7604522705078125
15,463,10.21063232421875,2.453948974609375,4.138427734375,3.565582275390625,1.7191925048828125
16,430,9.99029541015625,2.3129730224609375,4.16497802734375,4.101043701171875,1.688812255859375
17,397,9.6951904296875,2.2867584228515625,3.9406585693359375,3.98089599609375,1.5743560791015625
18,364,9.3714599609375,2.1978759765625,3.722198486328125,3.73468017578125,1.5534210205078125
19,331,8.917236328125,2.148468017578125,3.5638580322265625,3.368804931640625,1.40460205078125
20,298,8.52825927734375,2.0921173095703125,3.3925323486328125,3.078125,1.4237823486328125
21,265,8.23046875,2.0021514892578125,3.260498046875,2.69000244140625,1.3875579833984375
22,232,7.89141845703125,1.9333648681640625,3.0819091796875,2.391754150390625,1.298675537109375
23,199,7.50848388671875,1.7848663330078125,2.89227294921875,2.1268768310546875,1.092041015625
24,166,7.041748046875,1.788421630859375,2.5634307861328125,1.8343505859375,1.0744171142578125
25,133,6.53582763671875,1.7126617431640625,2.2672119140625,1.462249755859375,1.0403900146484375
26,100,6.07733154296875,1.5657196044921875,1.945526123046875,1.374114990234375,0.979400634765625
27,67,5.538818359375,1.4177093505859375,1.6436920166015625,1.1776885986328125,1.0267181396484375
28,34,4.9715576171875,1.20849609375,1.2552032470703125,1.021209716796875,0.8969268798828125
29,1,3.4951171875,0.630218505859375,0.6630706787109375,0.6250762939453125,0.407501220703125
