step_idx,timestep,baseline,early,mid,late,custom
0,958,10.737060546875,10.737060546875,10.737060546875,10.737060546875,10.737060546875
1,925,15.62799072265625,9.301460266113281,15.62799072265625,15.62799072265625,9.301460266113281
2,892,20.3428955078125,3.9125938415527344,20.3428955078125,20.3428955078125,3.9125938415527344
3,859,22.7249755859375,2.6373062133789062,22.7249755859375,22.7249755859375,2.6373062133789062
4,826,22.26806640625,2.3783950805664062,22.26806640625,22.26806640625,2.3783950805664062
5,793,21.9749755859375,2.902252197265625,16.927520751953125,21.9749755859375,2.4207916259765625
6,760,21.935546875,3.599365234375,11.0567626953125,21.935546875,2.6770248413085938
7,727,21.63189697265625,4.2841796875,9.23593521118164,21.63189697265625,2.52484130859375
8,694,21.649200439453125,4.82183837890625,7.845817565917969,21.649200439453125,2.4302444458007812
9,661,21.979248046875,5.1234130859375,6.381553649902344,21.979248046875,2.192413330078125
10,628,22.3150634765625,5.17822265625,5.316001892089844,22.3150634765625,1.8456878662109375
11,595,22.595458984375,4.8600616455078125,4.754585266113281,22.595458984375,1.6554794311523438
12,562,22.950927734375,4.479705810546875,4.1691741943359375,22.950927734375,1.3753890991210938
13,529,23.35791015625,4.310249328613281,3.691162109375,23.35791015625,1.1757583618164062
14,496,23.744384765625,4.230747222900391,3.300457000732422,21.1640625,1.2545547485351562
15,463,24.064453125,4.219856262207031,3.0025672912597656,15.6480712890625,1.3554229736328125
16,430,24.25927734375,4.372108459472656,2.7110824584960938,13.15771484375,1.4826202392578125
17,397,24.418701171875,4.385505676269531,2.439922332763672,10.773193359375,1.54400634765625
18,364,24.58056640625,4.4110565185546875,2.3760948181152344,8.457275390625,1.655059814453125
19,331,24.62060546875,4.393363952636719,2.348175048828125,6.377685546875,1.71185302734375
20,298,24.7548828125,4.3755645751953125,2.452911376953125,4.9110107421875,1.6805419921875
21,265,24.8056640625,4.426727294921875,2.457366943359375,3.61883544921875,1.6348876953125
22,232,24.698226928710938,4.4940185546875,2.507843017578125,2.98309326171875,1.633453369140625
23,199,24.466476440429688,4.506217956542969,2.4962081909179688,2.493560791015625,1.598602294921875
24,166,24.12488555908203,4.565277099609375,2.473846435546875,2.0643310546875,1.584716796875
25,133,23.69873046875,4.4573516845703125,2.4709548950195312,1.72857666015625,1.588897705078125
26,100,23.314453125,4.557769775390625,2.530303955078125,1.527496337890625,1.704681396484375
27,67,22.85791015625,4.57965087890625,2.456085205078125,1.29754638671875,1.7691650390625
28,34,21.96710205078125,4.4819488525390625,2.1175193786621094,1.19793701171875,1.9124755859375
29,1,18.758193969726562,4.247100830078125,1.40826416015625,0.91680908203125,1.9315948486328125
