rank,feature_id,rank_by,rank_score,active_ratio,mean_activation,std_activation
1,3636,active_ratio,1.0,1.0,40.1110954284668,2.4025654792785645
2,2602,active_ratio,0.9940000176429749,0.9940000176429749,0.6793367266654968,0.5008653998374939
3,4680,active_ratio,0.9940000176429749,0.9940000176429749,0.41738462448120117,0.3252803683280945
4,4269,active_ratio,0.9929999709129333,0.9929999709129333,0.42963463068008423,0.2921431362628937
5,870,active_ratio,0.9929999709129333,0.9929999709129333,0.2855839431285858,0.23065266013145447
6,4559,active_ratio,0.9900000095367432,0.9900000095367432,0.6564175486564636,0.4645833969116211
7,3111,active_ratio,0.9900000095367432,0.9900000095367432,0.3285309076309204,0.2764435410499573
8,1717,active_ratio,0.9879999756813049,0.9879999756813049,0.28812375664711,0.2275877147912979
9,2490,active_ratio,0.9860000014305115,0.9860000014305115,0.24192512035369873,0.3325871527194977
10,2925,active_ratio,0.9850000143051147,0.9850000143051147,0.5706918835639954,0.49132442474365234
11,2134,active_ratio,0.9850000143051147,0.9850000143051147,0.46500009298324585,0.6615892648696899
12,822,active_ratio,0.9829999804496765,0.9829999804496765,0.29998552799224854,0.2344842404127121
13,4406,active_ratio,0.9789999723434448,0.9789999723434448,0.4350071847438812,0.37629973888397217
14,3736,active_ratio,0.9760000109672546,0.9760000109672546,0.2042311280965805,0.20120380818843842
15,5090,active_ratio,0.9750000238418579,0.9750000238418579,0.3052089214324951,0.3207594156265259
16,3686,active_ratio,0.9729999899864197,0.9729999899864197,0.41091015934944153,0.4139907956123352
17,3193,active_ratio,0.9729999899864197,0.9729999899864197,0.3170427978038788,0.269453227519989
18,372,active_ratio,0.972000002861023,0.972000002861023,0.25841963291168213,0.2302425503730774
19,1996,active_ratio,0.9700000286102295,0.9700000286102295,0.39011308550834656,0.3545754849910736
20,1864,active_ratio,0.9700000286102295,0.9700000286102295,0.3712266683578491,0.2526247203350067
21,4580,active_ratio,0.968999981880188,0.968999981880188,0.1942037045955658,0.13873714208602905
22,2610,active_ratio,0.9670000076293945,0.9670000076293945,0.26162979006767273,0.23794712126255035
23,2059,active_ratio,0.9660000205039978,0.9660000205039978,0.3165022134780884,0.34144824743270874
24,2281,active_ratio,0.9649999737739563,0.9649999737739563,0.5934196710586548,0.47585150599479675
25,2635,active_ratio,0.9649999737739563,0.9649999737739563,0.17928291857242584,0.1674780398607254
26,1019,active_ratio,0.9639999866485596,0.9639999866485596,0.505569338798523,0.4014326333999634
27,1230,active_ratio,0.9639999866485596,0.9639999866485596,0.47520896792411804,0.5226723551750183
28,3831,active_ratio,0.9639999866485596,0.9639999866485596,0.4275672435760498,0.4247265160083771
29,2343,active_ratio,0.9610000252723694,0.9610000252723694,0.5324223637580872,0.6108457446098328
30,2871,active_ratio,0.9599999785423279,0.9599999785423279,0.37395498156547546,0.35438698530197144
31,2297,active_ratio,0.9589999914169312,0.9589999914169312,0.3997098505496979,0.40932244062423706
32,2648,active_ratio,0.9549999833106995,0.9549999833106995,0.32556092739105225,0.4196312129497528
33,4575,active_ratio,0.9549999833106995,0.9549999833106995,0.2344406247138977,0.2714480459690094
34,3605,active_ratio,0.9520000219345093,0.9520000219345093,0.19099457561969757,0.22711996734142303
35,2318,active_ratio,0.9509999752044678,0.9509999752044678,0.40431126952171326,0.3515542447566986
36,2534,active_ratio,0.9490000009536743,0.9490000009536743,0.17865490913391113,0.17015045881271362
37,842,active_ratio,0.9459999799728394,0.9459999799728394,0.39178264141082764,0.37890222668647766
38,2116,active_ratio,0.9409999847412109,0.9409999847412109,0.14616486430168152,0.15360920131206512
39,2856,active_ratio,0.9399999976158142,0.9399999976158142,0.2846424877643585,0.28292807936668396
40,3852,active_ratio,0.9399999976158142,0.9399999976158142,0.23335091769695282,0.2542265057563782
41,1905,active_ratio,0.9380000233650208,0.9380000233650208,0.3030011057853699,0.33960577845573425
42,203,active_ratio,0.9359999895095825,0.9359999895095825,0.3121494948863983,0.35924232006073
43,4055,active_ratio,0.9340000152587891,0.9340000152587891,0.19670596718788147,0.21477723121643066
44,3061,active_ratio,0.9319999814033508,0.9319999814033508,0.2754559814929962,0.28027358651161194
45,4385,active_ratio,0.9309999942779541,0.9309999942779541,0.2653430700302124,0.2682177722454071
46,2159,active_ratio,0.9300000071525574,0.9300000071525574,0.21523654460906982,0.20633284747600555
47,2890,active_ratio,0.9290000200271606,0.9290000200271606,0.3890429139137268,0.440897136926651
48,3383,active_ratio,0.9279999732971191,0.9279999732971191,0.17965304851531982,0.19195044040679932
49,1128,active_ratio,0.9269999861717224,0.9269999861717224,0.41211891174316406,0.5216928124427795
50,4414,active_ratio,0.925000011920929,0.925000011920929,0.3347449004650116,0.3939047157764435
51,42,active_ratio,0.9229999780654907,0.9229999780654907,0.2351880818605423,0.22542338073253632
52,2205,active_ratio,0.9210000038146973,0.9210000038146973,0.38459083437919617,0.47742119431495667
53,2070,active_ratio,0.9200000166893005,0.9200000166893005,0.806978166103363,0.9862138032913208
54,1648,active_ratio,0.9200000166893005,0.9200000166893005,0.2314811646938324,0.34390461444854736
55,4688,active_ratio,0.9190000295639038,0.9190000295639038,0.14796695113182068,0.19976435601711273
56,199,active_ratio,0.9169999957084656,0.9169999957084656,0.5739007592201233,0.5113301873207092
57,2734,active_ratio,0.9150000214576721,0.9150000214576721,0.5008941292762756,0.4824877679347992
58,1929,active_ratio,0.9150000214576721,0.9150000214576721,0.16539746522903442,0.22395813465118408
59,3552,active_ratio,0.9129999876022339,0.9129999876022339,0.22467410564422607,0.24178332090377808
60,2851,active_ratio,0.9120000004768372,0.9120000004768372,0.3838579058647156,0.44808655977249146
61,1745,active_ratio,0.9120000004768372,0.9120000004768372,0.37862852215766907,0.44849613308906555
62,1533,active_ratio,0.9120000004768372,0.9120000004768372,0.2764814496040344,0.31366056203842163
63,3354,active_ratio,0.9089999794960022,0.9089999794960022,0.28019073605537415,0.3341975808143616
64,257,active_ratio,0.9089999794960022,0.9089999794960022,0.11883898824453354,0.1480804681777954
65,1464,active_ratio,0.906000018119812,0.906000018119812,0.24983534216880798,0.3667551875114441
66,1297,active_ratio,0.906000018119812,0.906000018119812,0.14628131687641144,0.21114051342010498
67,3419,active_ratio,0.9049999713897705,0.9049999713897705,0.177730530500412,0.1805393248796463
68,2943,active_ratio,0.9039999842643738,0.9039999842643738,0.2723783254623413,0.39793625473976135
69,1023,active_ratio,0.9039999842643738,0.9039999842643738,0.1162329837679863,0.11792444437742233
70,884,active_ratio,0.9020000100135803,0.9020000100135803,0.2718127965927124,0.320302814245224
71,190,active_ratio,0.8999999761581421,0.8999999761581421,0.2666528820991516,0.2979804575443268
72,1118,active_ratio,0.8999999761581421,0.8999999761581421,0.24412915110588074,0.40516626834869385
73,4475,active_ratio,0.8989999890327454,0.8989999890327454,0.10548181086778641,0.11786112934350967
74,4389,active_ratio,0.8980000019073486,0.8980000019073486,0.2270525097846985,0.2606257200241089
75,3792,active_ratio,0.8970000147819519,0.8970000147819519,0.28609317541122437,0.3386613130569458
76,4860,active_ratio,0.8970000147819519,0.8970000147819519,0.1511230170726776,0.1811748743057251
77,4615,active_ratio,0.8960000276565552,0.8960000276565552,0.1691931188106537,0.1932961344718933
78,16,active_ratio,0.8960000276565552,0.8960000276565552,0.153132364153862,0.20652484893798828
79,3291,active_ratio,0.8939999938011169,0.8939999938011169,0.1411774903535843,0.19303017854690552
80,3928,active_ratio,0.8930000066757202,0.8930000066757202,0.26930034160614014,0.3558729887008667
81,1434,active_ratio,0.8930000066757202,0.8930000066757202,0.14582614600658417,0.16263766586780548
82,4855,active_ratio,0.8920000195503235,0.8920000195503235,0.14551927149295807,0.2072521299123764
83,2370,active_ratio,0.890999972820282,0.890999972820282,0.3576287627220154,0.3555336594581604
84,2897,active_ratio,0.8889999985694885,0.8889999985694885,0.1560373157262802,0.19163142144680023
85,164,active_ratio,0.8880000114440918,0.8880000114440918,0.160394087433815,0.21560516953468323
86,1081,active_ratio,0.8859999775886536,0.8859999775886536,0.16279345750808716,0.22427071630954742
87,417,active_ratio,0.8849999904632568,0.8849999904632568,0.14592097699642181,0.16430942714214325
88,2876,active_ratio,0.8840000033378601,0.8840000033378601,0.28633952140808105,0.5207536816596985
89,1924,active_ratio,0.8840000033378601,0.8840000033378601,0.16898444294929504,0.2005104273557663
90,1987,active_ratio,0.8840000033378601,0.8840000033378601,0.12126345932483673,0.1614970564842224
91,2805,active_ratio,0.8840000033378601,0.8840000033378601,0.09489309787750244,0.10472326725721359
92,1433,active_ratio,0.8830000162124634,0.8830000162124634,0.1344030201435089,0.1330777108669281
93,3245,active_ratio,0.8769999742507935,0.8769999742507935,0.33130618929862976,0.48729991912841797
94,4485,active_ratio,0.875,0.875,0.26680973172187805,0.3923637270927429
95,1548,active_ratio,0.8730000257492065,0.8730000257492065,0.280607134103775,0.3325018286705017
96,4121,active_ratio,0.8730000257492065,0.8730000257492065,0.16603071987628937,0.22463351488113403
97,2413,active_ratio,0.8709999918937683,0.8709999918937683,0.17472243309020996,0.19948036968708038
98,4179,active_ratio,0.8690000176429749,0.8690000176429749,0.11335793882608414,0.15037217736244202
99,2709,active_ratio,0.8690000176429749,0.8690000176429749,0.10222833603620529,0.135580912232399
100,4876,active_ratio,0.8679999709129333,0.8679999709129333,0.20339399576187134,0.2734571397304535
101,180,active_ratio,0.8669999837875366,0.8669999837875366,0.18225982785224915,0.2307794839143753
102,4001,active_ratio,0.8629999756813049,0.8629999756813049,0.2696474492549896,0.38158831000328064
103,797,active_ratio,0.8619999885559082,0.8619999885559082,0.31524544954299927,0.37723612785339355
104,402,active_ratio,0.8619999885559082,0.8619999885559082,0.19741395115852356,0.297176331281662
105,311,active_ratio,0.8619999885559082,0.8619999885559082,0.12441983819007874,0.17601332068443298
106,4764,active_ratio,0.8579999804496765,0.8579999804496765,0.18182159960269928,0.22744928300380707
107,2941,active_ratio,0.8560000061988831,0.8560000061988831,0.19776591658592224,0.2882039546966553
108,4739,active_ratio,0.8539999723434448,0.8539999723434448,0.26802483201026917,0.4207490086555481
109,3029,active_ratio,0.8529999852180481,0.8529999852180481,0.450117826461792,0.4699625074863434
110,3511,active_ratio,0.8510000109672546,0.8510000109672546,0.4214346706867218,0.7690147757530212
111,3983,active_ratio,0.8510000109672546,0.8510000109672546,0.21492333710193634,0.3341326415538788
112,2191,active_ratio,0.8510000109672546,0.8510000109672546,0.15359947085380554,0.22465397417545319
113,3878,active_ratio,0.8489999771118164,0.8489999771118164,0.13608135282993317,0.2037346214056015
114,1022,active_ratio,0.8489999771118164,0.8489999771118164,0.1083737164735794,0.14896029233932495
115,3417,active_ratio,0.8479999899864197,0.8479999899864197,0.18490488827228546,0.3004052937030792
116,2164,active_ratio,0.847000002861023,0.847000002861023,0.10165169090032578,0.13195067644119263
117,2128,active_ratio,0.8460000157356262,0.8460000157356262,0.1658892035484314,0.21839462220668793
118,33,active_ratio,0.8429999947547913,0.8429999947547913,0.3698245584964752,0.44665127992630005
119,1802,active_ratio,0.8370000123977661,0.8370000123977661,0.31708383560180664,0.4580139219760895
120,4690,active_ratio,0.8360000252723694,0.8360000252723694,0.412704199552536,0.5620313882827759
121,990,active_ratio,0.8360000252723694,0.8360000252723694,0.25310438871383667,0.36989766359329224
122,1412,active_ratio,0.8349999785423279,0.8349999785423279,0.4929068982601166,0.7094070911407471
123,2864,active_ratio,0.8349999785423279,0.8349999785423279,0.19386827945709229,0.28060099482536316
124,942,active_ratio,0.8349999785423279,0.8349999785423279,0.14121252298355103,0.20595046877861023
125,3075,active_ratio,0.8330000042915344,0.8330000042915344,0.19198119640350342,0.3085906207561493
126,1420,active_ratio,0.8330000042915344,0.8330000042915344,0.13793212175369263,0.17777633666992188
127,151,active_ratio,0.8330000042915344,0.8330000042915344,0.09268984943628311,0.1405450999736786
128,2684,active_ratio,0.8309999704360962,0.8309999704360962,0.22822286188602448,0.3840394914150238
129,2218,active_ratio,0.8309999704360962,0.8309999704360962,0.17007489502429962,0.2809414267539978
130,846,active_ratio,0.8299999833106995,0.8299999833106995,0.3937127888202667,0.5775877237319946
131,1245,active_ratio,0.8289999961853027,0.8289999961853027,0.1457854062318802,0.20875929296016693
132,2061,active_ratio,0.828000009059906,0.828000009059906,0.38050442934036255,0.6313065886497498
133,53,active_ratio,0.8270000219345093,0.8270000219345093,0.1818077266216278,0.29250943660736084
134,4059,active_ratio,0.8270000219345093,0.8270000219345093,0.06570300459861755,0.0933941975235939
135,4500,active_ratio,0.8259999752044678,0.8259999752044678,0.35228875279426575,0.4201284646987915
136,1752,active_ratio,0.8259999752044678,0.8259999752044678,0.2636752128601074,0.3724709153175354
137,414,active_ratio,0.8230000138282776,0.8230000138282776,0.2811354398727417,0.3386508822441101
138,4442,active_ratio,0.8220000267028809,0.8220000267028809,0.3005532920360565,0.5021852850914001
139,4078,active_ratio,0.8209999799728394,0.8209999799728394,0.22944886982440948,0.27991536259651184
140,4199,active_ratio,0.8209999799728394,0.8209999799728394,0.1497083157300949,0.22453518211841583
141,2357,active_ratio,0.8190000057220459,0.8190000057220459,0.08231096714735031,0.10641560703516006
142,4221,active_ratio,0.8169999718666077,0.8169999718666077,0.2794835567474365,0.43866825103759766
143,2584,active_ratio,0.8149999976158142,0.8149999976158142,0.3015894293785095,0.4975419044494629
144,2349,active_ratio,0.8140000104904175,0.8140000104904175,0.14243999123573303,0.21793603897094727
145,1663,active_ratio,0.8130000233650208,0.8130000233650208,0.4145687520503998,0.593771755695343
146,154,active_ratio,0.8130000233650208,0.8130000233650208,0.107970230281353,0.16746284067630768
147,3311,active_ratio,0.8119999766349792,0.8119999766349792,0.33169612288475037,0.5099595189094543
148,387,active_ratio,0.8119999766349792,0.8119999766349792,0.3109232783317566,0.39963120222091675
149,818,active_ratio,0.8109999895095825,0.8109999895095825,0.15773969888687134,0.2284780591726303
150,4207,active_ratio,0.8100000023841858,0.8100000023841858,0.26661041378974915,0.35514798760414124
151,1845,active_ratio,0.8090000152587891,0.8090000152587891,0.08936003595590591,0.10797055065631866
152,1359,active_ratio,0.8080000281333923,0.8080000281333923,0.3407447338104248,0.552361786365509
153,868,active_ratio,0.8080000281333923,0.8080000281333923,0.10200303047895432,0.1621447056531906
154,3442,active_ratio,0.8080000281333923,0.8080000281333923,0.09127417206764221,0.13716571033000946
155,602,active_ratio,0.8080000281333923,0.8080000281333923,0.08693229407072067,0.11365880817174911
156,2431,active_ratio,0.8040000200271606,0.8040000200271606,0.0971214771270752,0.14482411742210388
157,3316,active_ratio,0.8040000200271606,0.8040000200271606,0.08817259222269058,0.12232960015535355
158,3014,active_ratio,0.8029999732971191,0.8029999732971191,0.10166638344526291,0.14759105443954468
159,2167,active_ratio,0.8019999861717224,0.8019999861717224,0.4260541498661041,0.6813521981239319
160,325,active_ratio,0.8009999990463257,0.8009999990463257,0.08151551336050034,0.12193125486373901
161,1202,active_ratio,0.800000011920929,0.800000011920929,0.20988202095031738,0.26607587933540344
162,2047,active_ratio,0.7990000247955322,0.7990000247955322,0.24561013281345367,0.43087807297706604
163,3096,active_ratio,0.7990000247955322,0.7990000247955322,0.15418709814548492,0.24627575278282166
164,292,active_ratio,0.796999990940094,0.796999990940094,0.359599232673645,0.6172094345092773
165,3340,active_ratio,0.796999990940094,0.796999990940094,0.32105594873428345,0.5130274891853333
166,3083,active_ratio,0.796999990940094,0.796999990940094,0.22757738828659058,0.35561972856521606
167,1160,active_ratio,0.7950000166893005,0.7950000166893005,0.29778581857681274,0.42682063579559326
168,2157,active_ratio,0.7910000085830688,0.7910000085830688,0.24020004272460938,0.34999629855155945
169,988,active_ratio,0.7910000085830688,0.7910000085830688,0.0871644988656044,0.1462690234184265
170,1252,active_ratio,0.7900000214576721,0.7900000214576721,0.08435013890266418,0.14194351434707642
171,2456,active_ratio,0.7889999747276306,0.7889999747276306,0.07971764355897903,0.12400198727846146
172,3299,active_ratio,0.7879999876022339,0.7879999876022339,0.07317159324884415,0.09853890538215637
173,754,active_ratio,0.7870000004768372,0.7870000004768372,0.2193974256515503,0.3481997847557068
174,1131,active_ratio,0.7870000004768372,0.7870000004768372,0.08080951124429703,0.11525799334049225
175,1123,active_ratio,0.7860000133514404,0.7860000133514404,0.12096971273422241,0.28387451171875
176,3154,active_ratio,0.7860000133514404,0.7860000133514404,0.11144579946994781,0.19393789768218994
177,3502,active_ratio,0.7850000262260437,0.7850000262260437,0.3974238336086273,0.9227973222732544
178,1588,active_ratio,0.7839999794960022,0.7839999794960022,0.21025773882865906,0.38791677355766296
179,3481,active_ratio,0.7829999923706055,0.7829999923706055,0.07714477181434631,0.10556734353303909
180,1102,active_ratio,0.7820000052452087,0.7820000052452087,0.3306213617324829,0.5952074527740479
181,1211,active_ratio,0.7789999842643738,0.7789999842643738,0.29620546102523804,0.3829517364501953
182,1622,active_ratio,0.7789999842643738,0.7789999842643738,0.141789972782135,0.2628251612186432
183,3789,active_ratio,0.7770000100135803,0.7770000100135803,0.1755986511707306,0.28071731328964233
184,2481,active_ratio,0.7760000228881836,0.7760000228881836,0.12281089276075363,0.1673259735107422
185,4802,active_ratio,0.7749999761581421,0.7749999761581421,0.13569244742393494,0.2160317301750183
186,1312,active_ratio,0.7739999890327454,0.7739999890327454,0.3479674160480499,0.5525902509689331
187,471,active_ratio,0.7730000019073486,0.7730000019073486,0.3886326551437378,0.5821272730827332
188,3696,active_ratio,0.7730000019073486,0.7730000019073486,0.09658286720514297,0.1675041913986206
189,4573,active_ratio,0.7720000147819519,0.7720000147819519,0.290534645318985,0.5508130788803101
190,2055,active_ratio,0.7720000147819519,0.7720000147819519,0.06181386485695839,0.09198162704706192
191,86,active_ratio,0.7689999938011169,0.7689999938011169,0.14330852031707764,0.22524119913578033
192,3307,active_ratio,0.7680000066757202,0.7680000066757202,0.10984600335359573,0.16749387979507446
193,1415,active_ratio,0.7680000066757202,0.7680000066757202,0.08333010226488113,0.12468913942575455
194,1779,active_ratio,0.7670000195503235,0.7670000195503235,0.0872180312871933,0.14133021235466003
195,4244,active_ratio,0.7649999856948853,0.7649999856948853,0.2203267216682434,0.3761315643787384
196,4404,active_ratio,0.7630000114440918,0.7630000114440918,0.27995383739471436,0.5537204742431641
197,4738,active_ratio,0.7620000243186951,0.7620000243186951,0.27516603469848633,0.38579821586608887
198,4761,active_ratio,0.7609999775886536,0.7609999775886536,0.08437224477529526,0.1536291390657425
199,578,active_ratio,0.7559999823570251,0.7559999823570251,0.10383778065443039,0.23231665790081024
200,3860,active_ratio,0.7549999952316284,0.7549999952316284,0.3553696274757385,0.5922563672065735
