rank,feature_id,score
1,3701,-0.007522611413151026
2,243,-0.006975729018449783
3,351,-0.006221693474799395
4,320,-0.00531573873013258
5,4074,-0.0045001571998000145
6,709,-0.00415603443980217
7,4834,-0.00394601421430707
8,3329,-0.003862303914502263
9,3593,-0.0036982756573706865
10,1590,-0.003417830215767026
11,388,-0.00318331690505147
12,4524,-0.003137849271297455
13,3039,-0.002963166916742921
14,4451,-0.002777604851871729
15,1857,-0.0024727892596274614
16,3920,-0.002386720385402441
17,2045,-0.0022151838056743145
18,3035,-0.002163964556530118
19,280,-0.002070765011012554
20,2452,-0.002048349007964134
21,1269,-0.0020281639881432056
22,715,-0.0020216938573867083
23,4013,-0.001898573013022542
24,3749,-0.0018771428149193525
25,2422,-0.0018418438266962767
26,1356,-0.00183919258415699
27,2128,-0.00183788500726223
28,2392,-0.0018062684684991837
29,3185,-0.0017410116270184517
30,1728,-0.00167978520039469
31,3678,-0.0016070861602202058
32,149,-0.0016060892958194017
33,3663,-0.00149407924618572
34,2678,-0.0014625464100390673
35,3028,-0.0014543782453984022
36,2481,-0.001430404488928616
37,3437,-0.0014224331825971603
38,1641,-0.00140943075530231
39,3019,-0.0013545373221859336
40,3922,-0.0013083724770694971
41,2810,-0.001296493224799633
42,1456,-0.0012774495407938957
43,5042,-0.001271827146410942
44,4288,-0.001262986334040761
45,1403,-0.0012367342133074999
46,4021,-0.0012105890782549977
47,1687,-0.0011857852805405855
48,5014,-0.001182063133455813
49,3817,-0.0011721837799996138
50,3457,-0.0011005514534190297
