rank,feature_id,score
1,2057,-0.00590371061116457
2,1148,-0.003840092569589615
3,3914,-0.003840083722025156
4,699,-0.0032925650011748075
5,3611,-0.0030800465028733015
6,4227,-0.002759250346571207
7,1464,-0.0025806876365095377
8,551,-0.00253539951518178
9,1813,-0.0023574752267450094
10,1451,-0.002336031524464488
11,1847,-0.002254224382340908
12,4338,-0.002179027535021305
13,2031,-0.002142403507605195
14,2963,-0.00208486570045352
15,2448,-0.0020304762292653322
16,4766,-0.002019339706748724
17,4358,-0.001997943501919508
18,1899,-0.0019203858682885766
19,366,-0.0018881068099290133
20,1730,-0.0018865803722292185
21,4750,-0.001883403048850596
22,2469,-0.0018507123459130526
23,262,-0.0018273104215040803
24,3677,-0.0018029722850769758
25,1650,-0.001752723939716816
26,4506,-0.0017090836772695184
27,1874,-0.0016115361358970404
28,2260,-0.001600216724909842
29,3049,-0.0015665125101804733
30,1293,-0.001565967919304967
31,4491,-0.00149652233812958
32,1517,-0.0014911595499143004
33,1966,-0.001445143949240446
34,5029,-0.0014161154394969344
35,2678,-0.0014078544918447733
36,4129,-0.0013720863498747349
37,1482,-0.0013244326692074537
38,347,-0.0013213797938078642
39,3849,-0.001309084938839078
40,4601,-0.0012785985600203276
41,3803,-0.001272660680115223
42,473,-0.0012722500832751393
43,4213,-0.0012616324238479137
44,1565,-0.00126038515008986
45,3201,-0.0012506548082455993
46,5090,-0.001192317926324904
47,2984,-0.0011870770249515772
48,1740,-0.0011837536003440619
49,2477,-0.001165904337540269
50,3712,-0.001164844841696322
