rank,feature_id,score
1,4005,0.013914029113948345
2,812,0.009418316185474396
3,1494,0.007428386248648167
4,1647,0.006830665282905102
5,2716,0.0059148892760276794
6,1510,0.005868920590728521
7,2318,0.005019434727728367
8,2697,0.004756001755595207
9,2521,0.004116119351238012
10,5096,0.003716306295245886
11,1434,0.0036893957294523716
12,1430,0.0033500671852380037
13,594,0.0032294553238898516
14,2694,0.0031446856446564198
15,2779,0.002962534548714757
16,422,0.0029173051007092
17,3756,0.0028670490719377995
18,4720,0.0028443350456655025
19,2180,0.002711008070036769
20,3590,0.0026033215690404177
21,2084,0.0025927077513188124
22,2031,0.002524124924093485
23,391,0.0022932784631848335
24,3441,0.002250116318464279
25,2463,0.0020669368095695972
26,1391,0.002001070184633136
27,253,0.0019820271991193295
28,3429,0.0019654366187751293
29,1722,0.001859532669186592
30,3909,0.0017459025839343667
31,2179,0.0016535220202058554
32,1559,0.0015792681369930506
33,4802,0.001565771410241723
34,4714,0.001552416943013668
35,3492,0.0014568751212209463
36,3234,0.0013960270443931222
37,457,0.0013889571418985724
38,867,0.0013692628126591444
39,4796,0.0013399922754615545
40,469,0.001336494693532586
41,3708,0.0013288973132148385
42,2674,0.0012177852913737297
43,2296,0.001180175575427711
44,1316,0.0011756831081584096
45,2298,0.0011400298681110144
46,3851,0.0011201200541108847
47,3066,0.0011163667077198625
48,1731,0.0011049766326323152
49,2553,0.0010909315897151828
50,5099,0.00105836964212358
