step_idx,timestep,feature_id,score_mode,primary_score,taris_score,saeuron_score,energy_pos,energy_neg,pos_mu_raw,neg_mu_raw,neg_sigma_raw,diff_raw,saeuron_term_raw,pos_mu_norm,neg_mu_norm,diff
0,981,7474,taris,0.000995527021586895,0.000995527021586895,0.863972008228302,125.33187203271484,127.16666512353515,0.9238867163658142,0.599980354309082,0.25115057826042175,0.3239063620567322,1.2896847565133365,0.007371522513640074,0.004718063131766767,0.002653459381873307
0,981,5065,taris,0.00090755894780159,0.00090755894780159,1.4271924495697021,125.33187203271484,127.16666512353515,0.9355639815330505,0.571140706539154,0.3812716007232666,0.3644232749938965,0.9558076670146052,0.0074646932688346365,0.004491276908019279,0.002973416360815357
0,981,8808,taris,0.0007870955159887671,0.0007870955159887671,13787.728515625,125.33187203271484,127.16666512353515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,981,8248,taris,0.0007847786182537675,0.0007847786182537675,0.7056896686553955,125.33187203271484,127.16666512353515,0.013205258175730705,0.0030496215913444757,0.012480809353291988,0.01015563658438623,0.8136349704546443,0.000105362330918378,2.3981297208525067e-05,8.138103370985293e-05
0,981,7183,taris,0.0007744579343125224,0.0007744579343125224,0.3213922381401062,125.33187203271484,127.16666512353515,0.008798521012067795,0.016017762944102287,0.016385966911911964,-0.0072192419320344925,-0.4405477823224689,7.02017840264219e-05,0.00012595881891328946,-5.5757034886867566e-05
0,981,5563,taris,0.0007605411810800433,0.0007605411810800433,0.9729792475700378,125.33187203271484,127.16666512353515,0.13289810717105865,0.025301968678832054,0.059942856431007385,0.1075961384922266,1.7949485551712008,0.0010603696012485063,0.00019896699071452912,0.0008614026105339772
0,981,1495,taris,0.0007578328950330615,0.0007578328950330615,0.6145938038825989,125.33187203271484,127.16666512353515,0.0014129639603197575,0.001171264797449112,0.005618002265691757,0.00024169916287064552,0.04301460498537277,1.1273780064108015e-05,9.21047034072408e-06,2.063309723383934e-06
0,981,2592,taris,0.0007278037373907864,0.0007278037373907864,0.24773278832435608,125.33187203271484,127.16666512353515,0.07681762427091599,0.07321290671825409,0.06507866829633713,0.0036047175526618958,0.05538930432539988,0.0006129137227828577,0.0005757240440891639,3.718967869369388e-05
0,981,490,taris,0.0006460255826823413,0.0006460255826823413,0.9180208444595337,125.33187203271484,127.16666512353515,0.08899351954460144,0.025528255850076675,0.045096106827259064,0.06346526369452477,1.4073023339972448,0.0007100629560641354,0.00020074644424525432,0.0005093165118188811
0,981,9737,taris,0.0006390303606167436,0.0006390303606167436,2426.105712890625,125.33187203271484,127.16666512353515,0.3454952836036682,0.03751419112086296,0.07651564478874207,0.30798109248280525,4.0250208739957545,0.00275664344591841,0.00029500019588010794,0.002461643250038302
0,981,3204,taris,0.0006100056343711913,0.0006100056343711913,0.9185207486152649,125.33187203271484,127.16666512353515,0.044952698051929474,0.0191268902271986,0.042609669268131256,0.025825807824730873,0.6060878242071202,0.00035866932586944573,0.00015040805079395548,0.00020826127507549025
0,981,738,taris,0.0006088715745136142,0.0006088715745136142,0.46873459219932556,125.33187203271484,127.16666512353515,0.18046782910823822,0.14211241900920868,0.1473107784986496,0.03835541009902954,0.2603689296941123,0.0014399196802959385,0.001117528865533704,0.00032239081476223455
0,981,5382,taris,0.0005882731638848782,0.0005882731638848782,1.0711733102798462,125.33187203271484,127.16666512353515,0.03899780288338661,0.04172898083925247,0.03315103054046631,-0.00273117795586586,-0.08238342904915301,0.00031115631044916636,0.000328144021066489,-1.6987710617322627e-05
0,981,3467,taris,0.0005854461924172938,0.0005854461924172938,2.0783934593200684,125.33187203271484,127.16666512353515,0.0025473027490079403,0.0013729857746511698,0.006835551001131535,0.0011743169743567705,0.17177038160944114,2.032446103049533e-05,1.0796742788822782e-05,9.527718241672547e-06
0,981,7305,taris,0.0005568764172494411,0.0005568764172494411,0.3745412230491638,125.33187203271484,127.16666512353515,0.3525976836681366,0.3963818848133087,0.17880214750766754,-0.04378420114517212,-0.2448737718294055,0.0028133121922578443,0.0031170266549669,-0.0003037144627090556
0,981,5949,taris,0.0005552414804697037,0.0005552414804697037,1.7320759296417236,125.33187203271484,127.16666512353515,0.1102769523859024,0.06345169991254807,0.04795658215880394,0.04682525247335434,0.9763889330012495,0.0008798795597429303,0.0004989648808585832,0.00038091467888434706
0,981,6633,taris,0.0005508782342076302,0.0005508782342076302,0.6742818355560303,125.33187203271484,127.16666512353515,1.2402245998382568,0.9863549470901489,0.2933565080165863,0.2538696527481079,0.8653934050113156,0.009895524416283564,0.0077563954840835165,0.0021391289322000477
0,981,3640,taris,0.0005330465501174331,0.0005330465501174331,1.4526904821395874,125.33187203271484,127.16666512353515,0.045088205486536026,0.0077215577475726604,0.018457338213920593,0.037366647738963366,2.0243776718092,0.00035975051481531244,6.071998302441609e-05,0.00029903053179089635
