rank,feature_id,score
1,7074,-0.6947945356369019
2,10221,-0.6715110540390015
3,7057,-0.6560801863670349
4,2954,-0.6497079133987427
5,1915,-0.6285567283630371
6,5673,-0.6091523170471191
7,370,-0.5769366025924683
8,4125,-0.5314229130744934
9,4450,-0.5242353677749634
10,498,-0.5161682367324829
