step_idx,timestep,baseline,main,early,late
0,958,5.069705963134766,5.069705963134766,5.069705963134766,5.069705963134766
1,925,6.827484130859375,6.827484130859375,0.0,6.827484130859375
2,892,6.748146057128906,6.748146057128906,0.0,6.748146057128906
3,859,5.1482086181640625,5.1482086181640625,0.0,5.1482086181640625
4,826,5.092559814453125,5.092559814453125,0.0,5.092559814453125
5,793,5.170501708984375,0.0,0.0,5.170501708984375
6,760,5.238189697265625,0.0,0.0,5.238189697265625
7,727,5.324432373046875,0.0,0.0,5.324432373046875
8,694,5.53125,0.0,0.0,5.53125
9,661,5.8463134765625,0.0,0.0,5.8463134765625
10,628,5.97705078125,0.0,0.0,5.97705078125
11,595,5.9124755859375,0.0,0.0,5.9124755859375
12,562,5.87359619140625,0.0,0.0,5.87359619140625
13,529,5.7884521484375,0.0,0.0,5.7884521484375
14,496,5.779388427734375,0.0,0.0,0.0
15,463,5.752899169921875,0.0,0.0,0.0
16,430,5.7622833251953125,0.0,0.0,0.0
17,397,5.80743408203125,0.0,0.0,0.0
18,364,5.7989349365234375,0.0,0.0,0.0
19,331,5.767204284667969,0.0,0.0,0.0
20,298,5.7109832763671875,0.0,0.0,0.0
21,265,5.7038726806640625,0.0,0.0,0.0
22,232,5.6478271484375,0.0,0.0,0.0
23,199,5.677555084228516,0.0,0.0,0.0
24,166,5.6796112060546875,0.0,0.0,0.0
25,133,5.578517913818359,0.0,0.0,0.0
26,100,5.499504089355469,0.0,0.0,0.0
27,67,5.406482696533203,0.0,0.0,0.0
28,34,5.173423767089844,0.0,0.0,0.0
29,1,4.2745819091796875,0.0,0.0,0.0
