block,step_idx,timestep,feature_ids,feature_scores,top1_in_set_feature_id,top1_in_set_score,set_mass
unet.up_blocks.0.attentions.0,0,958,1102 3865 3607 3809 1517 1603 3873 4259 275 2057,0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000,1102,0.0,0.0
unet.up_blocks.0.attentions.0,1,925,1102 3865 3607 3809 1517 1603 3873 4259 275 2057,0.000000 0.000000 0.000000 0.010040 0.000000 0.000000 0.000000 0.010139 0.000000 0.000000,4259,0.01013946533203125,0.02017974853515625
unet.up_blocks.0.attentions.0,2,892,1102 3865 3607 3809 1517 1603 3873 4259 275 2057,0.000000 0.000000 0.000000 0.029175 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000,3809,0.0291748046875,0.0291748046875
unet.up_blocks.0.attentions.0,3,859,1102 3865 3607 3809 1517 1603 3873 4259 275 2057,0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000,1102,0.0,0.0
unet.up_blocks.0.attentions.0,4,826,1102 3865 3607 3809 1517 1603 3873 4259 275 2057,0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000,1102,0.0,0.0
unet.up_blocks.0.attentions.0,5,793,1102 3865 3607 3809 1517 1603 3873 4259 275 2057,0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000,1102,0.0,0.0
unet.up_blocks.0.attentions.0,6,760,1102 3865 3607 3809 1517 1603 3873 4259 275 2057,0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000,1102,0.0,0.0
unet.up_blocks.0.attentions.0,7,727,1102 3865 3607 3809 1517 1603 3873 4259 275 2057,0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.012512,2057,0.01251220703125,0.01251220703125
unet.up_blocks.0.attentions.0,8,694,1102 3865 3607 3809 1517 1603 3873 4259 275 2057,0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.012924,2057,0.0129241943359375,0.0129241943359375
unet.up_blocks.0.attentions.0,9,661,1102 3865 3607 3809 1517 1603 3873 4259 275 2057,0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.013184,2057,0.01318359375,0.01318359375
