rank,feature_id,score
1,8392,-0.00116866291500628
2,6509,-0.0010526366531848907
3,6344,-0.0010026823729276657
4,3197,-0.0009364946745336056
5,2739,-0.0008887479198165238
6,3349,-0.0008396790362894535
7,5517,-0.0007926566759124398
8,4421,-0.000743578071705997
9,9477,-0.0006988106179051101
10,6553,-0.0006624804227612913
