step_idx,timestep,baseline,main,early,late
0,958,3.135986328125,3.135986328125,2.200408935546875,3.135986328125
1,925,6.413299560546875,6.413299560546875,2.2049636840820312,6.413299560546875
2,892,8.940185546875,8.940185546875,2.10784912109375,8.940185546875
3,859,12.598388671875,12.598388671875,3.3413238525390625,12.598388671875
4,826,14.14569091796875,12.41961669921875,4.9471435546875,14.14569091796875
5,793,15.65576171875,12.533966064453125,5.59722900390625,15.65576171875
6,760,16.2451171875,10.627166748046875,5.695892333984375,16.2451171875
7,727,16.5802001953125,9.9156494140625,4.9180908203125,16.5802001953125
8,694,16.2503662109375,8.277359008789062,4.455780029296875,16.2503662109375
9,661,16.224853515625,8.301284790039062,4.0804595947265625,16.224853515625
10,628,15.494384765625,8.054092407226562,3.8960037231445312,15.494384765625
11,595,14.072540283203125,7.8779144287109375,3.6047515869140625,14.072540283203125
12,562,13.08154296875,7.6701202392578125,3.2971343994140625,13.08154296875
13,529,12.37078857421875,7.15985107421875,3.015655517578125,10.991661071777344
14,496,12.06097412109375,7.554054260253906,3.043060302734375,10.2833251953125
15,463,11.85760498046875,7.192291259765625,3.1459808349609375,9.460357666015625
16,430,11.5765380859375,7.486114501953125,2.90252685546875,8.257049560546875
17,397,11.50885009765625,7.20147705078125,2.825836181640625,7.861572265625
18,364,11.171844482421875,7.0963592529296875,2.775421142578125,7.404449462890625
19,331,11.04156494140625,7.0570831298828125,2.79144287109375,7.2904052734375
20,298,10.4981689453125,7.0011444091796875,2.902435302734375,7.19830322265625
21,265,9.876296997070312,6.86419677734375,2.907196044921875,6.7287750244140625
22,232,9.859817504882812,6.400909423828125,2.90826416015625,5.9663238525390625
23,199,9.84332275390625,6.2889404296875,2.7884521484375,4.271430969238281
24,166,9.582275390625,5.842041015625,2.81591796875,3.2502593994140625
25,133,9.331329345703125,5.32537841796875,2.79376220703125,2.3564300537109375
26,100,9.308364868164062,4.600830078125,2.679107666015625,2.3484344482421875
27,67,8.9168701171875,4.046630859375,2.4883880615234375,2.1617965698242188
28,34,8.5606689453125,3.14385986328125,2.3516693115234375,2.1923370361328125
29,1,7.17608642578125,1.9116058349609375,2.19598388671875,2.46875
