step_idx,timestep,baseline,main,early,late
0,958,5.069705963134766,5.069705963134766,5.069705963134766,5.069705963134766
1,925,6.827484130859375,6.827484130859375,6.7201995849609375,6.827484130859375
2,892,6.748146057128906,6.748146057128906,6.4879302978515625,6.748146057128906
3,859,5.1482086181640625,5.1482086181640625,5.108829498291016,5.1482086181640625
4,826,5.092559814453125,5.092559814453125,5.0850982666015625,5.092559814453125
5,793,5.170501708984375,4.7161865234375,5.13397216796875,5.170501708984375
6,760,5.238189697265625,4.56226921081543,4.567222595214844,5.238189697265625
7,727,5.324432373046875,5.323299407958984,4.349761962890625,5.324432373046875
8,694,5.53125,5.252647399902344,4.3737945556640625,5.53125
9,661,5.8463134765625,4.3981781005859375,4.365875244140625,5.8463134765625
10,628,5.97705078125,3.99578857421875,4.345703125,5.97705078125
11,595,5.9124755859375,3.65692138671875,4.320220947265625,5.9124755859375
12,562,5.87359619140625,3.499053955078125,4.209564208984375,5.87359619140625
13,529,5.7884521484375,3.389495849609375,4.088829040527344,5.7884521484375
14,496,5.779388427734375,3.28143310546875,3.94805908203125,5.60064697265625
15,463,5.752899169921875,3.161104202270508,3.8672828674316406,5.363037109375
16,430,5.7622833251953125,3.1157684326171875,3.935535430908203,5.19775390625
17,397,5.80743408203125,2.987030029296875,3.973419189453125,5.095001220703125
18,364,5.7989349365234375,2.9110870361328125,3.994232177734375,4.795429229736328
19,331,5.767204284667969,2.7911834716796875,4.028472900390625,4.564262390136719
20,298,5.7109832763671875,2.53680419921875,4.044456481933594,3.870391845703125
21,265,5.7038726806640625,2.33428955078125,4.106410980224609,3.046173095703125
22,232,5.6478271484375,2.1343231201171875,4.117095947265625,2.3056793212890625
23,199,5.677555084228516,2.0480194091796875,4.160064697265625,1.7483863830566406
24,166,5.6796112060546875,1.88775634765625,4.146289825439453,1.0102081298828125
25,133,5.578517913818359,1.734100341796875,4.0975189208984375,0.5950660705566406
26,100,5.499504089355469,1.5272216796875,4.1112823486328125,0.407073974609375
27,67,5.406482696533203,1.2150917053222656,4.064430236816406,0.13404083251953125
28,34,5.173423767089844,0.94659423828125,4.011631011962891,0.005977630615234375
29,1,4.2745819091796875,0.23906326293945312,3.4791908264160156,0.0
