rank,feature_id,score
1,699,-0.0028704232536256313
2,1772,-0.0018655918538570404
3,1102,-0.0015473287785425782
4,4766,-0.0014646041672676802
5,3013,-0.0013098419876769185
6,1849,-0.0012646878603845835
7,1339,-0.001195671153254807
8,2031,-0.0011505355359986424
9,983,-0.0011146015021950006
10,2617,-0.001101020141504705
11,3202,-0.0010721938451752067
12,4145,-0.0010602391557767987
13,3940,-0.0010425805812701583
14,4764,-0.0009861247381195426
15,2466,-0.0009080831077881157
16,766,-0.0008434649789705873
17,5029,-0.000839248183183372
18,2252,-0.0008303113281726837
19,4394,-0.0007945600082166493
20,1968,-0.0007703797309659421
21,2963,-0.0007598135271109641
22,1517,-0.0007525009568780661
23,3049,-0.0007155431085266173
24,930,-0.0006809169426560402
25,3944,-0.0006350977928377688
26,392,-0.0006271143211051822
27,4733,-0.0006238548085093498
28,3707,-0.0006092443945817649
29,904,-0.0006066482746973634
30,5026,-0.0005984097952023149
31,3308,-0.0005953585496172309
32,136,-0.0005793800810351968
33,4620,-0.0005734321312047541
34,1781,-0.0005620432202704251
35,2630,-0.0005208806251175702
36,135,-0.0005141451838426292
37,217,-0.0005122036091051996
38,2700,-0.00048748054541647434
39,1149,-0.0004842295893467963
40,1910,-0.00048036393127404153
41,474,-0.00047848845133557916
42,4100,-0.0004572867474053055
43,473,-0.0004556334170047194
44,2298,-0.0004522389208432287
45,3701,-0.0004502896626945585
46,4794,-0.0004418894532136619
47,347,-0.0004336797574069351
48,1194,-0.0004281379806343466
49,2641,-0.00042348456918261945
50,2138,-0.00042223214404657483
