feature_id,active_ratio,mean_activation,std_activation
0,0.0,0.0,0.0
1,0.0020000000949949026,2.2834778064861894e-05,0.0005105502204969525
2,0.0,0.0,0.0
3,0.0,0.0,0.0
4,0.0,0.0,0.0
5,0.027000000700354576,0.00045332335866987705,0.003193807089701295
6,0.0020000000949949026,2.597045931906905e-05,0.0005826354608871043
7,0.0,0.0,0.0
8,0.0,0.0,0.0
9,0.0,0.0,0.0
10,0.0,0.0,0.0
11,0.0,0.0,0.0
12,0.0,0.0,0.0
13,0.0,0.0,0.0
14,0.9739999771118164,0.31337475776672363,0.2822849154472351
15,0.0,0.0,0.0
16,0.003000000026077032,0.0001184234643005766,0.0027078299317508936
17,0.25600001215934753,0.009275108575820923,0.02587917074561119
18,0.0010000000474974513,1.4015197848493699e-05,0.0004429778200574219
19,0.0020000000949949026,2.072906499961391e-05,0.0004651555500458926
20,0.0,0.0,0.0
21,0.0,0.0,0.0
22,0.0,0.0,0.0
23,0.017000000923871994,0.00042288971599191427,0.004288661293685436
24,0.004000000189989805,6.934356497367844e-05,0.0011443577241152525
25,0.003000000026077032,5.538940604310483e-05,0.001052863197401166
26,0.0,0.0,0.0
27,0.0,0.0,0.0
28,0.007000000216066837,0.00016658019740134478,0.002672256203368306
29,0.007000000216066837,0.00012757873628288507,0.0015907665947452188
30,0.0,0.0,0.0
31,0.0010000000474974513,1.2145996151957661e-05,0.00038389803376048803
32,0.006000000052154064,0.00011147308396175504,0.0017150022322311997
33,0.006000000052154064,0.00010848235979210585,0.0015158639289438725
34,0.0,0.0,0.0
35,0.0,0.0,0.0
36,0.004000000189989805,4.9713133194018155e-05,0.0007854606374166906
37,0.0,0.0,0.0
38,0.004000000189989805,4.924011227558367e-05,0.0007835038122721016
39,0.0,0.0,0.0
40,0.0,0.0,0.0
41,0.0010000000474974513,1.0749817192845512e-05,0.000339769059792161
42,0.0010000000474974513,1.252746551472228e-05,0.00039595511043444276
43,0.0,0.0,0.0
44,0.0010000000474974513,1.3793945072393399e-05,0.00043598469346761703
45,0.004000000189989805,7.354736590059474e-05,0.0012442102888599038
46,0.0,0.0,0.0
47,0.0,0.0,0.0
48,0.0,0.0,0.0
49,0.0020000000949949026,2.5123596060439013e-05,0.0005612188251689076
50,0.0020000000949949026,2.1354675482143648e-05,0.00047859663027338684
51,0.0010000000474974513,1.204681393573992e-05,0.0003807631728705019
52,0.0,0.0,0.0
53,0.6830000281333923,0.22895760834217072,0.45358020067214966
54,0.0,0.0,0.0
55,0.0,0.0,0.0
56,0.003000000026077032,3.711700264830142e-05,0.0006768433377146721
57,0.0,0.0,0.0
58,0.003000000026077032,5.2780153055209666e-05,0.0010371801909059286
59,0.0,0.0,0.0
60,0.010999999940395355,0.00039353943429887295,0.005005732178688049
61,0.0,0.0,0.0
62,0.004000000189989805,8.714294381206855e-05,0.0015529895899817348
63,0.0,0.0,0.0
64,0.008999999612569809,0.000164031982421875,0.002024174202233553
65,0.0010000000474974513,7.397461013169959e-05,0.0023381125647574663
