rank,feature_id,score
1,5874,0.003707586321979761
2,5878,0.002177055459469557
3,8419,0.0018484980100765824
4,7637,0.0014837076887488365
5,3189,0.0012954638805240393
6,2299,0.0011587933404371142
7,6864,0.00114880979526788
8,5670,0.0011463015107437968
9,8549,0.0008961370913311839
10,2905,0.0007914687739685178
