rank,feature_id,score
1,2495,-0.0062485793605446815
2,699,-0.002850349759683013
3,217,-0.002692940877750516
4,865,-0.0020401356741786003
5,4289,-0.0017689220840111375
6,1968,-0.0016313355881720781
7,2736,-0.001547731924802065
8,366,-0.00148996920324862
9,2963,-0.0014392357552424073
10,3308,-0.0013511850265786052
11,622,-0.0012525056954473257
12,1772,-0.001238422468304634
13,6,-0.0011829070281237364
14,94,-0.00109186046756804
15,2466,-0.001077403430826962
16,1711,-0.0010310827055945992
17,4864,-0.0009876969270408154
18,3029,-0.000963601574767381
19,3198,-0.0008848189609125257
20,460,-0.0008410633308812976
21,304,-0.0008273854618892074
22,3101,-0.0008079858380369842
23,954,-0.0008043580455705523
24,451,-0.0008020356181077659
25,4410,-0.0007898453623056412
26,3052,-0.0007814292912371457
27,3124,-0.0007454809965565801
28,3184,-0.0007400240865536034
29,4733,-0.000729613471776247
30,1820,-0.0007202770793810487
31,1847,-0.0007129722507670522
32,2397,-0.0007044104859232903
33,2091,-0.0006984487408772111
34,4406,-0.0006630910793319345
35,4782,-0.0006494384724646807
36,4767,-0.0006487546488642693
37,2665,-0.0006480803131125867
38,1371,-0.000645954511128366
39,2428,-0.0006240481743589044
40,310,-0.0006139288889244199
41,1149,-0.0006076606805436313
42,4435,-0.0006005564937368035
43,4563,-0.0005932386266067624
44,3893,-0.0005851384485140443
45,2939,-0.0005716934683732688
46,340,-0.0005689826211892068
47,2766,-0.0005564477178268135
48,665,-0.0005496066296473145
49,2676,-0.0005373418680392206
50,3628,-0.00053545949049294
