step_idx,timestep,baseline,main,early,late
0,958,0.08123779296875,0.08123779296875,0.08123779296875,0.08123779296875
1,925,0.3783111572265625,0.3783111572265625,0.27184295654296875,0.3783111572265625
2,892,0.75927734375,0.75927734375,0.19332122802734375,0.75927734375
3,859,1.4072265625,1.4072265625,0.330596923828125,1.4072265625
4,826,2.3525238037109375,2.3525238037109375,0.24962997436523438,2.3525238037109375
5,793,3.567493438720703,4.1944732666015625,0.47900390625,3.567493438720703
6,760,4.477935791015625,5.783935546875,0.736328125,4.477935791015625
7,727,5.21527099609375,7.620361328125,1.08349609375,5.21527099609375
8,694,5.54248046875,9.6441650390625,1.5737724304199219,5.54248046875
9,661,5.73382568359375,11.61962890625,2.0202713012695312,5.73382568359375
10,628,5.775634765625,13.30322265625,2.4280662536621094,5.775634765625
11,595,5.8165283203125,14.706878662109375,2.7612228393554688,5.8165283203125
12,562,5.85595703125,15.226348876953125,2.9759788513183594,5.85595703125
13,529,5.81976318359375,14.83978271484375,3.20159912109375,5.81976318359375
14,496,5.845771789550781,14.48760986328125,3.3495941162109375,6.311698913574219
15,463,5.866302490234375,14.085880279541016,3.493255615234375,6.7392578125
16,430,5.87872314453125,13.784576416015625,3.61126708984375,7.168701171875
17,397,5.861328125,13.509571075439453,3.76153564453125,7.610595703125
18,364,5.80517578125,13.300521850585938,3.86199951171875,8.19757080078125
19,331,5.8485107421875,13.1595458984375,3.89727783203125,8.925605773925781
20,298,5.842750549316406,13.052490234375,3.93365478515625,9.647438049316406
21,265,5.9518280029296875,12.9493408203125,3.9292144775390625,10.4859619140625
22,232,6.0102691650390625,12.882232666015625,3.9220352172851562,11.2513427734375
23,199,6.0626220703125,12.78961181640625,3.941295623779297,11.470947265625
24,166,6.11614990234375,12.69830322265625,3.9762191772460938,11.4854736328125
25,133,6.175628662109375,12.4876708984375,3.9218902587890625,11.335693359375
26,100,6.193328857421875,12.277130126953125,3.9542694091796875,11.19921875
27,67,6.185150146484375,11.964946746826172,3.9837265014648438,10.711875915527344
28,34,5.89324951171875,11.099388122558594,4.021522521972656,10.155799865722656
29,1,4.0028228759765625,7.797332763671875,3.4605865478515625,7.397590637207031
