step_idx,timestep,baseline,main,early,late
0,958,0.1347503662109375,0.1347503662109375,0.134857177734375,0.1347503662109375
1,925,1.921630859375,1.921630859375,1.330078125,1.921630859375
2,892,2.79364013671875,2.79364013671875,1.263397216796875,2.79364013671875
3,859,3.11572265625,3.11572265625,1.8091583251953125,3.11572265625
4,826,3.3936920166015625,3.3943099975585938,4.85986328125,3.3936920166015625
5,793,3.5752029418945312,3.22674560546875,5.37176513671875,3.5752029418945312
6,760,3.721832275390625,2.659271240234375,5.650398254394531,3.721832275390625
7,727,3.9036941528320312,1.9801177978515625,5.72027587890625,3.9036941528320312
8,694,3.896484375,1.6391220092773438,5.538848876953125,3.896484375
9,661,3.81463623046875,1.361328125,5.620819091796875,3.81463623046875
10,628,3.8721084594726562,1.1506881713867188,5.42535400390625,3.8721084594726562
11,595,3.914093017578125,0.9853591918945312,5.2481689453125,3.914093017578125
12,562,3.9683380126953125,0.9130477905273438,5.26861572265625,3.9683380126953125
13,529,4.0394287109375,2.18310546875,5.2655029296875,2.7046051025390625
14,496,3.835693359375,2.176361083984375,5.3658447265625,2.4248046875
15,463,3.63763427734375,2.171600341796875,5.28076171875,2.1540985107421875
16,430,3.36468505859375,2.02130126953125,5.2742919921875,1.8212509155273438
17,397,3.1082305908203125,1.75311279296875,5.1942138671875,1.66912841796875
18,364,3.013092041015625,1.425750732421875,5.225341796875,1.61956787109375
19,331,2.90496826171875,1.285430908203125,5.2686767578125,1.5502243041992188
20,298,2.60723876953125,1.1411056518554688,5.19647216796875,1.3846969604492188
21,265,2.530670166015625,1.0314788818359375,5.072418212890625,1.1929473876953125
22,232,2.4000625610351562,1.0321197509765625,4.8249664306640625,1.14215087890625
23,199,2.2348175048828125,0.946533203125,4.56488037109375,1.077911376953125
24,166,2.2830657958984375,0.9355621337890625,4.41583251953125,0.9261932373046875
25,133,2.1156005859375,0.93548583984375,4.429931640625,0.7804183959960938
26,100,1.872833251953125,0.90179443359375,4.1461639404296875,0.623046875
27,67,1.542449951171875,0.8573455810546875,3.7796783447265625,0.6023712158203125
28,34,1.270599365234375,0.7144622802734375,3.268798828125,0.6844482421875
29,1,0.6768646240234375,0.878143310546875,2.9600677490234375,0.5955429077148438
