step_idx,timestep,baseline,early,mid,late,custom
0,958,10.0628662109375,10.008949279785156,10.0628662109375,10.0628662109375,10.008949279785156
1,925,9.803306579589844,17.540771484375,9.803306579589844,9.803306579589844,17.540771484375
2,892,8.68231201171875,51.0552978515625,8.68231201171875,8.68231201171875,51.0552978515625
3,859,8.814109802246094,46.36665344238281,8.814109802246094,8.814109802246094,46.36665344238281
4,826,9.498283386230469,52.134185791015625,9.8177490234375,9.498283386230469,52.059600830078125
5,793,10.174980163574219,51.69415283203125,8.835693359375,10.174980163574219,38.77490234375
6,760,10.791122436523438,50.86192321777344,8.720062255859375,10.791122436523438,41.87762451171875
7,727,11.48370361328125,50.489013671875,8.913284301757812,11.48370361328125,34.69342041015625
8,694,12.05999755859375,50.901123046875,9.197654724121094,12.05999755859375,35.32476806640625
9,661,12.555572509765625,50.931640625,9.317283630371094,12.555572509765625,33.1759033203125
10,628,12.932174682617188,50.944580078125,10.019989013671875,12.932174682617188,33.21044921875
11,595,13.743896484375,51.13067626953125,10.470863342285156,13.743896484375,34.321533203125
12,562,14.113983154296875,50.920654296875,11.616111755371094,14.113983154296875,35.9293212890625
13,529,14.340499877929688,50.7452392578125,13.29962158203125,13.86578369140625,37.2789306640625
14,496,14.63916015625,50.30902099609375,13.550247192382812,13.90631103515625,36.859375
15,463,14.90380859375,50.28387451171875,13.875411987304688,15.152053833007812,35.853759765625
16,430,15.061019897460938,50.0845947265625,14.198043823242188,17.28857421875,34.9466552734375
17,397,15.4346923828125,49.33612060546875,14.4429931640625,19.203125,33.8936767578125
18,364,15.71490478515625,48.8416748046875,14.7572021484375,20.149169921875,32.880126953125
19,331,15.844413757324219,48.1524658203125,14.8443603515625,20.295166015625,31.74658203125
20,298,16.096450805664062,47.594482421875,15.111297607421875,19.7066650390625,30.505126953125
21,265,16.200836181640625,47.11798095703125,15.208160400390625,18.92083740234375,29.5679931640625
22,232,16.341819763183594,46.2615966796875,15.11850357055664,18.576393127441406,28.54058837890625
23,199,16.477813720703125,45.090576171875,15.060310363769531,18.59503936767578,27.5145263671875
24,166,16.482154846191406,43.6767578125,14.914840698242188,18.778121948242188,26.219451904296875
25,133,16.712188720703125,42.3212890625,15.051513671875,18.857818603515625,25.115341186523438
26,100,16.64971923828125,41.53759765625,15.352874755859375,19.028854370117188,24.0943603515625
27,67,16.74010467529297,40.115234375,15.846694946289062,19.09808349609375,23.13153076171875
28,34,17.314178466796875,37.8076171875,16.417022705078125,18.45050048828125,21.939437866210938
29,1,17.6634521484375,34.652099609375,16.534088134765625,15.441619873046875,20.2196044921875
