step_idx,timestep,feature_id,taris_score,pos_mu,neg_mu,diff
0,958,5014,0.030534476041793823,3.2464685440063477,0.4541276693344116,2.7923407554626465
0,958,2128,0.027201592922210693,3.379476308822632,0.20422691106796265,3.1752493381500244
0,958,653,0.018996596336364746,1.619746446609497,0.0954628735780716,1.524283528327942
0,958,3112,0.017177660018205643,0.0406244657933712,0.007319183554500341,0.03330528363585472
0,958,4451,0.0133138969540596,0.6638025641441345,0.07478645443916321,0.5890160799026489
0,958,1176,0.013025512918829918,1.989250659942627,0.11727867275476456,1.8719719648361206
0,958,279,0.012379898689687252,1.5588736534118652,0.1093655377626419,1.4495080709457397
0,958,2045,0.012281583622097969,1.147373080253601,0.20814284682273865,0.93923020362854
0,958,1498,0.012212174944579601,0.27008727192878723,0.1288408637046814,0.14124640822410583
0,958,4984,0.010089388117194176,0.555193305015564,0.11590854823589325,0.4392847418785095
0,958,2502,0.007923727855086327,1.1869357824325562,0.12498844414949417,1.0619473457336426
0,958,4806,0.007239213678985834,0.9405938982963562,0.32224220037460327,0.6183516979217529
0,958,1444,0.007197906728833914,0.9700242877006531,0.0054196547716856,0.9646046161651611
0,958,3554,0.006731684319674969,1.4561705589294434,0.10710357874631882,1.349066972732544
0,958,1687,0.005631446372717619,0.42780494689941406,0.08026985079050064,0.347535103559494
0,958,2579,0.005021297372877598,0.4199686348438263,0.0481455996632576,0.3718230426311493
0,958,3858,0.004406300373375416,1.693148136138916,0.7438287138938904,0.9493194222450256
0,958,565,0.0041374522261321545,0.6812747120857239,0.018544921651482582,0.662729799747467
0,958,1783,0.004098542965948582,0.4056786298751831,0.24188095331192017,0.16379767656326294
0,958,2248,0.003877239767462015,0.9650971293449402,0.5254462957382202,0.43965083360671997
0,958,418,0.0036991212982684374,0.3528922200202942,0.09807334840297699,0.254818856716156
0,958,225,0.0034684273414313793,0.34264472126960754,0.005220184102654457,0.33742454648017883
0,958,1510,0.0033772282768040895,0.15017768740653992,0.06244133040308952,0.0877363532781601
0,958,3326,0.0030028210021555424,0.20150314271450043,0.11642242223024368,0.08508072048425674
0,958,4013,0.0029986370354890823,0.9521472454071045,0.4273809790611267,0.5247662663459778
0,958,2627,0.0028817993588745594,0.4184706211090088,0.4102213382720947,0.008249282836914062
0,958,4919,0.002826802898198366,0.8962540626525879,0.03168594464659691,0.8645681142807007
0,958,1429,0.002730501117184758,0.199930340051651,0.03412216156721115,0.16580817103385925
0,958,2478,0.0026950412429869175,0.5296014547348022,0.044190216809511185,0.48541122674942017
0,958,4004,0.0025868320371955633,0.3699798583984375,0.0360177606344223,0.333962082862854
0,958,2427,0.0024788982700556517,0.2785723805427551,0.026695022359490395,0.2518773674964905
0,958,3975,0.0024159778840839863,0.20967651903629303,0.050654295831918716,0.1590222269296646
0,958,4184,0.002399568911641836,0.073883056640625,0.0033641052432358265,0.07051894813776016
0,958,102,0.002223458606749773,0.2340937852859497,0.0634128600358963,0.1706809252500534
0,958,3621,0.0019795377738773823,0.20431098341941833,0.02863151580095291,0.17567947506904602
0,958,2605,0.0018972901161760092,0.09558853507041931,0.015833130106329918,0.07975540310144424
0,958,2080,0.001859752694144845,0.0154779814183712,0.0022144317626953125,0.013263549655675888
0,958,3445,0.0018200378399342299,0.1970357447862625,0.10340965539216995,0.09362608939409256
0,958,3028,0.0018173394491896033,0.24150696396827698,0.22044220566749573,0.02106475830078125
0,958,814,0.001772480085492134,0.6349064111709595,0.08093040436506271,0.5539759993553162
0,958,2590,0.0017686880892142653,0.36099526286125183,0.0038939667865633965,0.35710129141807556
0,958,1829,0.0017311017727479339,0.004076995886862278,0.0021929931826889515,0.0018840027041733265
0,958,2238,0.0017184664029628038,0.07358375191688538,0.023399582132697105,0.05018416792154312
0,958,4346,0.0016933567821979523,0.17013801634311676,0.00024841309641487896,0.16988959908485413
0,958,3457,0.0016914124134927988,0.15406173467636108,0.041544266045093536,0.11251746863126755
0,958,2683,0.0016546410042792559,0.01639808714389801,0.0,0.01639808714389801
0,958,433,0.001647114404477179,0.05413009598851204,0.0066522215493023396,0.04747787490487099
0,958,3129,0.0016334842657670379,0.10305732488632202,0.005067634396255016,0.09798969328403473
0,958,1233,0.0016118127387017012,0.3106200098991394,0.15004223585128784,0.16057777404785156
0,958,4272,0.0015272742602974176,0.3407534658908844,0.48379820585250854,-0.14304473996162415
1,925,5014,0.030534476041793823,3.673236131668091,0.45797812938690186,3.2152581214904785
1,925,2128,0.027201592922210693,3.8921313285827637,0.20912590622901917,3.6830053329467773
1,925,653,0.018996596336364746,2.0839431285858154,0.125487819314003,1.9584553241729736
1,925,3112,0.017177660018205643,0.5788189172744751,0.1701612025499344,0.4086577296257019
1,925,4451,0.0133138969540596,1.1064233779907227,0.19769802689552307,0.908725380897522
1,925,1176,0.013025512918829918,2.4253029823303223,0.22212456166744232,2.2031784057617188
1,925,279,0.012379898689687252,1.8416626453399658,0.188731387257576,1.6529312133789062
1,925,2045,0.012281583622097969,1.5391768217086792,0.335501104593277,1.2036757469177246
1,925,1498,0.012212174944579601,0.8099180459976196,0.35519805550575256,0.45471999049186707
1,925,4984,0.010089388117194176,0.7557308673858643,0.24795319139957428,0.5077776908874512
1,925,2502,0.007923727855086327,1.574230670928955,0.15777923166751862,1.4164514541625977
1,925,4806,0.007239213678985834,0.9929304718971252,0.3687691390514374,0.6241613626480103
1,925,1444,0.007197906728833914,1.1232295036315918,0.028939399868249893,1.0942901372909546
1,925,3554,0.006731684319674969,1.6685576438903809,0.15585468709468842,1.5127029418945312
1,925,1687,0.005631446372717619,0.5857105851173401,0.13091576099395752,0.45479482412338257
1,925,2579,0.005021297372877598,0.542134702205658,0.07828376442193985,0.4638509452342987
1,925,3858,0.004406300373375416,1.5447255373001099,0.6551270484924316,0.8895984888076782
1,925,565,0.0041374522261321545,0.8159548044204712,0.026035156100988388,0.7899196743965149
1,925,1783,0.004098542965948582,0.6029248237609863,0.4376367926597595,0.1652880311012268
1,925,2248,0.003877239767462015,0.9193493127822876,0.5410386919975281,0.3783106207847595
1,925,418,0.0036991212982684374,0.4676579236984253,0.10532043129205704,0.36233749985694885
1,925,225,0.0034684273414313793,0.36572691798210144,0.007668609730899334,0.35805830359458923
1,925,1510,0.0033772282768040895,0.4039987325668335,0.11872363835573196,0.28527510166168213
1,925,3326,0.0030028210021555424,0.33190643787384033,0.1728486567735672,0.15905778110027313
1,925,4013,0.0029986370354890823,1.168891429901123,0.5485126376152039,0.6203787922859192
1,925,2627,0.0028817993588745594,0.5704463720321655,0.4779168665409088,0.09252950549125671
1,925,4919,0.002826802898198366,0.7815340161323547,0.026446305215358734,0.7550877332687378
1,925,1429,0.002730501117184758,0.44916489720344543,0.09232116490602493,0.3568437397480011
1,925,2478,0.0026950412429869175,0.6496573090553284,0.060782089829444885,0.5888752341270447
1,925,4004,0.0025868320371955633,0.43380051851272583,0.04235641658306122,0.3914440870285034
1,925,2427,0.0024788982700556517,0.3486517369747162,0.052406005561351776,0.2962457239627838
1,925,3975,0.0024159778840839863,0.27609482407569885,0.07406135648488998,0.20203346014022827
1,925,4184,0.002399568911641836,0.16211409866809845,0.012710303999483585,0.14940379559993744
1,925,102,0.002223458606749773,0.4206826686859131,0.14555510878562927,0.2751275599002838
1,925,3621,0.0019795377738773823,0.18783904612064362,0.015612182207405567,0.17222686111927032
1,925,2605,0.0018972901161760092,0.1784886121749878,0.03468536213040352,0.14380325376987457
1,925,2080,0.001859752694144845,0.03693389892578125,0.008817596361041069,0.02811630256474018
1,925,3445,0.0018200378399342299,0.4156351387500763,0.2359866350889206,0.1796485036611557
1,925,3028,0.0018173394491896033,0.3100458085536957,0.30208298563957214,0.007962822914123535
1,925,814,0.001772480085492134,0.552935004234314,0.08659248054027557,0.4663425087928772
1,925,2590,0.0017686880892142653,0.3877002000808716,0.004026489332318306,0.38367369771003723
1,925,1829,0.0017311017727479339,0.023123053833842278,0.002356567420065403,0.0207664854824543
1,925,2238,0.0017184664029628038,0.16079162061214447,0.05673263594508171,0.10405898094177246
1,925,4346,0.0016933567821979523,0.13119658827781677,0.0005642700125463307,0.13063231110572815
1,925,3457,0.0016914124134927988,0.21766936779022217,0.08888015896081924,0.12878921627998352
1,925,2683,0.0016546410042792559,0.02078506536781788,0.003220214741304517,0.01756484992802143
1,925,433,0.001647114404477179,0.10090477019548416,0.023230742663145065,0.0776740312576294
1,925,3129,0.0016334842657670379,0.19303031265735626,0.033038102090358734,0.15999221801757812
1,925,1233,0.0016118127387017012,0.5074853301048279,0.24097055196762085,0.26651477813720703
1,925,4272,0.0015272742602974176,0.0622696690261364,0.2602847218513489,-0.19801504909992218
2,892,5014,0.030534476041793823,3.935634136199951,0.44937407970428467,3.486259937286377
2,892,2128,0.027201592922210693,3.943835496902466,0.1768530309200287,3.7669825553894043
2,892,653,0.018996596336364746,2.1670289039611816,0.11650329828262329,2.050525665283203
2,892,3112,0.017177660018205643,1.1479253768920898,0.3312995433807373,0.8166258335113525
2,892,4451,0.0133138969540596,1.311098575592041,0.2756378948688507,1.0354607105255127
2,892,1176,0.013025512918829918,2.3700594902038574,0.2275143414735794,2.142545223236084
2,892,279,0.012379898689687252,1.7627596855163574,0.23211205005645752,1.5306476354599
2,892,2045,0.012281583622097969,1.3783652782440186,0.3761241137981415,1.0022411346435547
2,892,1498,0.012212174944579601,1.3174769878387451,0.467213898897171,0.8502631187438965
2,892,4984,0.010089388117194176,0.9421128630638123,0.3040524423122406,0.638060450553894
2,892,2502,0.007923727855086327,1.4270778894424438,0.1379271000623703,1.2891508340835571
2,892,4806,0.007239213678985834,1.1319270133972168,0.5351287722587585,0.5967982411384583
2,892,1444,0.007197906728833914,0.9938746094703674,0.04335265979170799,0.9505219459533691
2,892,3554,0.006731684319674969,1.7836837768554688,0.17948302626609802,1.6042007207870483
2,892,1687,0.005631446372717619,0.7471893429756165,0.20309863984584808,0.5440906882286072
2,892,2579,0.005021297372877598,0.5702016949653625,0.10757331550121307,0.4626283645629883
2,892,3858,0.004406300373375416,1.4735561609268188,0.5924718976020813,0.8810842633247375
2,892,565,0.0041374522261321545,0.8893969655036926,0.03536026179790497,0.8540366888046265
2,892,1783,0.004098542965948582,0.6770245432853699,0.5505431890487671,0.12648135423660278
2,892,2248,0.003877239767462015,0.9258590936660767,0.5206923484802246,0.40516674518585205
2,892,418,0.0036991212982684374,0.536447286605835,0.1008644849061966,0.43558281660079956
2,892,225,0.0034684273414313793,0.4321421682834625,0.010555725544691086,0.42158645391464233
2,892,1510,0.0033772282768040895,0.5826647877693176,0.211995929479599,0.37066885828971863
2,892,3326,0.0030028210021555424,0.39352402091026306,0.21091918647289276,0.1826048344373703
2,892,4013,0.0029986370354890823,1.1601498126983643,0.6007910370826721,0.5593587756156921
2,892,2627,0.0028817993588745594,0.6297332048416138,0.4607357680797577,0.16899743676185608
2,892,4919,0.002826802898198366,0.7442333698272705,0.04389770328998566,0.700335681438446
2,892,1429,0.002730501117184758,0.6099675893783569,0.168254554271698,0.44171303510665894
2,892,2478,0.0026950412429869175,0.7213951349258423,0.07424438744783401,0.6471507549285889
2,892,4004,0.0025868320371955633,0.4429602026939392,0.03207443282008171,0.4108857810497284
2,892,2427,0.0024788982700556517,0.4102343022823334,0.08936470001935959,0.3208695948123932
2,892,3975,0.0024159778840839863,0.2906850576400757,0.07671622931957245,0.21396882832050323
2,892,4184,0.002399568911641836,0.2573484182357788,0.01603034883737564,0.24131807684898376
2,892,102,0.002223458606749773,0.42737242579460144,0.16133537888526917,0.2660370469093323
2,892,3621,0.0019795377738773823,0.22672592103481293,0.013148116879165173,0.21357780694961548
2,892,2605,0.0018972901161760092,0.18795043230056763,0.04676513746380806,0.14118529856204987
2,892,2080,0.001859752694144845,0.06447605043649673,0.033621903508901596,0.03085414692759514
2,892,3445,0.0018200378399342299,0.4401724338531494,0.31424957513809204,0.12592285871505737
2,892,3028,0.0018173394491896033,0.34269219636917114,0.32434147596359253,0.018350720405578613
2,892,814,0.001772480085492134,0.44728562235832214,0.06370177865028381,0.38358384370803833
2,892,2590,0.0017686880892142653,0.3577405512332916,0.0052765654399991035,0.3524639904499054
2,892,1829,0.0017311017727479339,0.03734447434544563,0.005699462722986937,0.03164501115679741
2,892,2238,0.0017184664029628038,0.2287873774766922,0.07909996062517166,0.14968740940093994
2,892,4346,0.0016933567821979523,0.14351509511470795,0.004185791127383709,0.13932929933071136
2,892,3457,0.0016914124134927988,0.21161651611328125,0.10105728358030319,0.11055923253297806
2,892,2683,0.0016546410042792559,0.03242095932364464,0.0046409606002271175,0.027779998257756233
2,892,433,0.001647114404477179,0.12634384632110596,0.03225799649953842,0.09408584982156754
2,892,3129,0.0016334842657670379,0.24726593494415283,0.053864821791648865,0.19340111315250397
2,892,1233,0.0016118127387017012,0.5099273920059204,0.24522849917411804,0.26469889283180237
2,892,4272,0.0015272742602974176,0.060582540929317474,0.17161381244659424,-0.11103127151727676
3,859,5014,0.030534476041793823,4.061928749084473,0.45475396513938904,3.607174873352051
3,859,2128,0.027201592922210693,3.759282112121582,0.16044387221336365,3.5988383293151855
3,859,653,0.018996596336364746,2.1882190704345703,0.10089424252510071,2.087324857711792
3,859,3112,0.017177660018205643,1.689355492591858,0.37586265802383423,1.313492774963379
3,859,4451,0.0133138969540596,1.4558188915252686,0.3207530081272125,1.1350659132003784
3,859,1176,0.013025512918829918,2.108198404312134,0.2195456624031067,1.8886528015136719
3,859,279,0.012379898689687252,1.7834712266921997,0.24184554815292358,1.541625738143921
3,859,2045,0.012281583622097969,1.304331660270691,0.36836883425712585,0.9359627962112427
3,859,1498,0.012212174944579601,1.7355045080184937,0.5551037788391113,1.1804007291793823
3,859,4984,0.010089388117194176,1.1652950048446655,0.3525269329547882,0.8127681016921997
3,859,2502,0.007923727855086327,1.2556204795837402,0.11594909429550171,1.1396713256835938
3,859,4806,0.007239213678985834,1.3561792373657227,0.5703591704368591,0.7858200669288635
3,859,1444,0.007197906728833914,0.9076286554336548,0.04941100999712944,0.8582176566123962
3,859,3554,0.006731684319674969,1.7722500562667847,0.1748834252357483,1.5973665714263916
3,859,1687,0.005631446372717619,0.8731716871261597,0.25190597772598267,0.621265709400177
3,859,2579,0.005021297372877598,0.6236013770103455,0.13495078682899475,0.4886505901813507
3,859,3858,0.004406300373375416,1.4272418022155762,0.5097649097442627,0.9174768924713135
3,859,565,0.0041374522261321545,0.8270236253738403,0.013156128115952015,0.8138675093650818
3,859,1783,0.004098542965948582,0.8043017387390137,0.5994082689285278,0.20489346981048584
3,859,2248,0.003877239767462015,0.982878565788269,0.43469253182411194,0.5481860637664795
3,859,418,0.0036991212982684374,0.6102247834205627,0.10233352333307266,0.5078912377357483
3,859,225,0.0034684273414313793,0.4892159402370453,0.02801208570599556,0.46120384335517883
3,859,1510,0.0033772282768040895,0.7269622683525085,0.24554164707660675,0.481420636177063
3,859,3326,0.0030028210021555424,0.43967223167419434,0.195759579539299,0.24391265213489532
3,859,4013,0.0029986370354890823,1.1271753311157227,0.6165204644203186,0.510654866695404
3,859,2627,0.0028817993588745594,0.6384948492050171,0.382058709859848,0.25643613934516907
3,859,4919,0.002826802898198366,0.7061459422111511,0.058363646268844604,0.6477823257446289
3,859,1429,0.002730501117184758,0.6836811900138855,0.23042602837085724,0.45325517654418945
3,859,2478,0.0026950412429869175,0.7111873030662537,0.07812225073575974,0.6330650448799133
3,859,4004,0.0025868320371955633,0.4848950207233429,0.02804466336965561,0.4568503499031067
3,859,2427,0.0024788982700556517,0.46346771717071533,0.1171942874789238,0.34627342224121094
3,859,3975,0.0024159778840839863,0.28347572684288025,0.060297392308712006,0.22317832708358765
3,859,4184,0.002399568911641836,0.3195435404777527,0.021943015977740288,0.29760053753852844
3,859,102,0.002223458606749773,0.43792593479156494,0.17986999452114105,0.2580559253692627
3,859,3621,0.0019795377738773823,0.2678670585155487,0.011312102898955345,0.2565549612045288
3,859,2605,0.0018972901161760092,0.1951582282781601,0.052289582788944244,0.14286863803863525
3,859,2080,0.001859752694144845,0.10508594661951065,0.06102737411856651,0.04405857250094414
3,859,3445,0.0018200378399342299,0.5164893865585327,0.37899458408355713,0.13749480247497559
3,859,3028,0.0018173394491896033,0.3924334645271301,0.324543297290802,0.06789016723632812
3,859,814,0.001772480085492134,0.3475404977798462,0.03975585848093033,0.30778464674949646
3,859,2590,0.0017686880892142653,0.3175431191921234,0.0053410339169204235,0.3122020959854126
3,859,1829,0.0017311017727479339,0.03387977555394173,0.0061017610132694244,0.027778014540672302
3,859,2238,0.0017184664029628038,0.2614353895187378,0.0806703194975853,0.1807650625705719
3,859,4346,0.0016933567821979523,0.17906814813613892,0.006685295142233372,0.17238284647464752
3,859,3457,0.0016914124134927988,0.19906677305698395,0.1104554757475853,0.08861129730939865
3,859,2683,0.0016546410042792559,0.046238478273153305,0.000840683002024889,0.0453977957367897
3,859,433,0.001647114404477179,0.1606731414794922,0.034580305218696594,0.1260928362607956
3,859,3129,0.0016334842657670379,0.3038114309310913,0.06448600441217422,0.23932543396949768
3,859,1233,0.0016118127387017012,0.45153701305389404,0.2325511872768402,0.21898582577705383
3,859,4272,0.0015272742602974176,0.0864839181303978,0.14873504638671875,-0.06225112825632095
4,826,5014,0.030534476041793823,4.154296875,0.452840656042099,3.701456308364868
4,826,2128,0.027201592922210693,3.5549073219299316,0.13330566883087158,3.4216017723083496
4,826,653,0.018996596336364746,2.243914842605591,0.10030681639909744,2.1436080932617188
