rank,feature_id,score
1,699,-0.0019421145552769303
2,1798,-0.0019317138940095901
3,1772,-0.0016109416028484702
4,2963,-0.0015837907558307052
5,460,-0.0015339609235525131
6,3434,-0.0011518761748448014
7,3029,-0.001141134649515152
8,4100,-0.0011371234431862831
9,310,-0.0011238220613449812
10,4406,-0.0011122411815449595
11,4782,-0.0011101595591753721
12,1149,-0.00109974411316216
13,3101,-0.0010186064755544066
14,474,-0.0010146985296159983
15,1616,-0.0010034318547695875
16,1448,-0.0009792823111638427
17,1438,-0.0009620498749427497
18,4332,-0.0009573056595399976
19,3662,-0.0009016901021823287
20,329,-0.0008986598113551736
21,4506,-0.0008767828112468123
22,1813,-0.0008673976408317685
23,1599,-0.0008567216573283076
24,2941,-0.0008560678688809276
25,2076,-0.0008550964412279427
26,3184,-0.0008411934832111001
27,2928,-0.0008156437543220818
28,4158,-0.0008116589742712677
29,1646,-0.0008108249166980386
30,216,-0.0007857295568101108
31,366,-0.0007856235024519265
32,222,-0.0007725567556917667
33,1794,-0.000767650839406997
34,1962,-0.0007474072044715285
35,2882,-0.0007299978169612586
36,3106,-0.0007075854809954762
37,3914,-0.0006970753893256187
38,2252,-0.0006882194429636002
39,2469,-0.0006842643488198519
40,4655,-0.0006754194619134068
41,5049,-0.0006719104712828994
42,3628,-0.0006708380533382297
43,786,-0.0006649382412433624
44,1206,-0.0006541802431456745
45,2563,-0.0006498683360405266
46,4823,-0.0006472536479122937
47,2139,-0.0006470532389357686
48,109,-0.0006465116748586297
49,1334,-0.0006456979317590594
50,2774,-0.0006320012034848332
