rank,feature_id,score
1,9394,0.005363988224416971
2,3873,0.003932514227926731
3,2933,0.003512174589559436
4,4908,0.00344107486307621
5,2422,0.002227522199973464
6,2410,0.0022198278456926346
7,1825,0.0022195209749042988
8,5378,0.002129926113411784
9,1730,0.001996604260057211
10,2608,0.0019773696549236774
