feature_id,active_ratio,mean_activation,std_activation
2744,0.0010000000474974513,1.1528015420481097e-05,0.00036436552181839943
2745,0.0,0.0,0.0
2746,0.0020000000949949026,2.5184632249874994e-05,0.0005625833291560411
2747,0.9980000257492065,0.13449278473854065,0.07448281347751617
2748,0.0,0.0,0.0
2749,0.0,0.0,0.0
2750,0.0,0.0,0.0
2751,0.0020000000949949026,2.291870077897329e-05,0.0005126921460032463
2752,0.0,0.0,0.0
2753,0.7670000195503235,0.08825595676898956,0.11886570602655411
2754,0.0,0.0,0.0
2755,0.0,0.0,0.0
2756,0.0,0.0,0.0
2757,0.0020000000949949026,2.752685577434022e-05,0.0006149037508293986
2758,0.0,0.0,0.0
2759,0.014000000432133675,0.000237838743487373,0.0020310201216489077
2760,0.0,0.0,0.0
2761,0.012000000104308128,0.0002019043022301048,0.0018571976106613874
2762,0.0,0.0,0.0
2763,0.0,0.0,0.0
2764,0.0,0.0,0.0
2765,0.0,0.0,0.0
2766,0.0020000000949949026,3.165435919072479e-05,0.0007150477031245828
2767,0.0,0.0,0.0
2768,0.02800000086426735,0.0003135681035928428,0.0019242464331910014
2769,0.0,0.0,0.0
2770,0.003000000026077032,2.944183324871119e-05,0.0005421991809271276
2771,0.0,0.0,0.0
2772,0.0,0.0,0.0
2773,0.9950000047683716,0.41561195254325867,0.2729134261608124
2774,0.9990000128746033,0.47846025228500366,0.3210950195789337
2775,0.003000000026077032,3.4217835491290316e-05,0.0006363574648275971
2776,0.984000027179718,0.12423030287027359,0.09327471256256104
2777,0.0,0.0,0.0
2778,0.0010000000474974513,1.3885498447052669e-05,0.0004388784000184387
2779,0.0,0.0,0.0
2780,0.0,0.0,0.0
2781,0.0,0.0,0.0
2782,0.0,0.0,0.0
2783,0.0,0.0,0.0
2784,1.0,0.4615461826324463,0.22917823493480682
2785,0.0,0.0,0.0
2786,0.0010000000474974513,1.1764526789193042e-05,0.00037184092798270285
2787,0.0,0.0,0.0
2788,0.0,0.0,0.0
2789,0.0,0.0,0.0
2790,0.004000000189989805,2.8629303415073082e-05,0.0004539351793937385
2791,0.0,0.0,0.0
2792,0.0,0.0,0.0
2793,0.0010000000474974513,8.544921911379788e-06,0.0002700790064409375
2794,0.0,0.0,0.0
2795,0.004999999888241291,5.957794201094657e-05,0.0008586518815718591
2796,0.0,0.0,0.0
2797,0.9330000281333923,0.10580355674028397,0.14014682173728943
2798,0.0,0.0,0.0
2799,0.0,0.0,0.0
2800,0.0,0.0,0.0
2801,0.0,0.0,0.0
2802,0.0,0.0,0.0
2803,0.0,0.0,0.0
2804,0.032999999821186066,0.00045788573333993554,0.0025836839340627193
2805,0.0010000000474974513,2.0095825675525703e-05,0.0006351679912768304
2806,0.0,0.0,0.0
2807,0.0,0.0,0.0
2808,0.004999999888241291,6.695556658087298e-05,0.0009484064066782594
2809,0.0010000000474974513,1.4480590834864415e-05,0.00045768747804686427
2810,0.0,0.0,0.0
2811,0.0,0.0,0.0
2812,0.0,0.0,0.0
2813,0.9990000128746033,0.1871858835220337,0.09423241019248962
2814,0.6700000166893005,0.018257660791277885,0.01845330372452736
2815,0.0020000000949949026,2.8633117835852318e-05,0.0006413087830878794
2816,0.0,0.0,0.0
2817,0.0020000000949949026,1.7311096598859876e-05,0.0003874480025842786
2818,0.0,0.0,0.0
2819,0.0010000000474974513,1.2153625903010834e-05,0.00038413915899582207
2820,0.9819999933242798,0.22423405945301056,0.1730375438928604
2821,0.0010000000474974513,1.3809203665005043e-05,0.00043646697304211557
2822,0.9470000267028809,0.10382459312677383,0.10270487517118454
2823,0.0010000000474974513,1.4701843610964715e-05,0.00046468060463666916
2824,0.9950000047683716,0.13542860746383667,0.08573421835899353
2825,0.9629999995231628,0.10577502101659775,0.07747971266508102
2826,0.0,0.0,0.0
2827,0.0,0.0,0.0
2828,0.0,0.0,0.0
2829,0.0,0.0,0.0
2830,0.003000000026077032,2.2903443095856346e-05,0.0004176701186224818
2831,0.0,0.0,0.0
2832,0.006000000052154064,7.984924013726413e-05,0.001054535387083888
2833,0.39800000190734863,0.021428756415843964,0.045160312205553055
2834,0.0020000000949949026,3.112792910542339e-05,0.0007207587477751076
2835,0.8659999966621399,0.09062061458826065,0.11028801649808884
2836,0.028999999165534973,0.0006534576532430947,0.004783906973898411
2837,0.00800000037997961,9.228515409631655e-05,0.001081725349649787
2838,0.0,0.0,0.0
2839,0.0,0.0,0.0
2840,0.0020000000949949026,2.9708862712141126e-05,0.000665387196931988
2841,0.9660000205039978,0.13505789637565613,0.11031343787908554
2842,0.9869999885559082,0.3025384247303009,0.21126239001750946
2843,0.0020000000949949026,2.3567199605167843e-05,0.000531327968928963
2844,0.003000000026077032,4.229736441629939e-05,0.0007713648956269026
2845,0.0,0.0,0.0
2846,0.0,0.0,0.0
2847,0.0,0.0,0.0
2848,0.0,0.0,0.0
2849,0.004999999888241291,7.620239193784073e-05,0.0010865695076063275
2850,0.0,0.0,0.0
2851,0.9950000047683716,0.15167324244976044,0.09572052955627441
2852,0.0020000000949949026,2.5772094886633568e-05,0.0006015269900672138
2853,0.0,0.0,0.0
2854,0.9810000061988831,0.23118819296360016,0.20582331717014313
2855,0.0,0.0,0.0
2856,0.0,0.0,0.0
2857,0.0,0.0,0.0
2858,0.0,0.0,0.0
2859,0.0,0.0,0.0
2860,0.0,0.0,0.0
2861,0.0,0.0,0.0
2862,0.007000000216066837,7.653045759070665e-05,0.0009414354572072625
2863,0.0,0.0,0.0
2864,0.9539999961853027,0.14043714106082916,0.11692789942026138
2865,0.0,0.0,0.0
2866,0.0,0.0,0.0
2867,0.0,0.0,0.0
2868,0.0,0.0,0.0
2869,0.0,0.0,0.0
2870,0.9879999756813049,0.13780850172042847,0.11388383060693741
2871,0.0,0.0,0.0
2872,0.0010000000474974513,1.4884948541293852e-05,0.000470467988634482
2873,0.9390000104904175,0.1260145604610443,0.11835122108459473
2874,0.9589999914169312,0.2967904210090637,0.2649816572666168
2875,0.0010000000474974513,1.383209200866986e-05,0.0004371904069557786
2876,0.0,0.0,0.0
2877,0.0,0.0,0.0
2878,0.0,0.0,0.0
2879,0.007000000216066837,5.971527207293548e-05,0.0007514245808124542
2880,0.0,0.0,0.0
2881,0.0,0.0,0.0
2882,0.0,0.0,0.0
2883,0.0,0.0,0.0
2884,0.0,0.0,0.0
