rank,feature_id,score
1,9380,-0.0008621057495474815
2,7294,-0.0008002761751413345
3,384,-0.0007516090990975499
4,5870,-0.0007507067057304084
5,10143,-0.0006200886564329267
6,8884,-0.0005206242203712463
7,7039,-0.00048709087423048913
8,5132,-0.0004727968480437994
9,8149,-0.00046925852075219154
10,6391,-0.00041218980913981795
