rank,feature_id,score
1,2254,-0.6430593729019165
2,1299,-0.6217510104179382
3,5773,-0.5006774663925171
4,7760,-0.4843166470527649
5,2099,-0.4792446494102478
6,4190,-0.45281893014907837
7,2659,-0.40416479110717773
8,4010,-0.3998258411884308
9,8771,-0.38108590245246887
10,9996,-0.3790997266769409
