rank,feature_id,score
1,4818,0.0012582882773131132
2,1028,0.0011303077917546034
3,9380,0.0006230267463251948
4,5870,0.0005780717474408448
5,248,0.000559941865503788
6,8248,0.0005442493711598217
7,2944,0.000522226735483855
8,1468,0.0005087492754682899
9,3210,0.000492098624818027
10,10143,0.00048286831588484347
