rank,feature_id,frequency_score,active_ratio,mean_activation,std_activation,blacklisted
1,6529,1.0,1.0,55.367591857910156,2.819626808166504,1
2,3686,1.0,1.0,1.0766091346740723,0.5930143594741821,1
3,3725,1.0,1.0,0.8053195476531982,0.28030088543891907,1
4,9775,1.0,1.0,0.7023900151252747,0.2558574676513672,1
5,28,1.0,1.0,0.6916294693946838,0.29775986075401306,1
6,337,1.0,1.0,0.6863015294075012,0.2503145933151245,1
7,9008,1.0,1.0,0.6218984127044678,0.2179638296365738,1
8,4962,1.0,1.0,0.6137173175811768,0.22940278053283691,1
9,9874,1.0,1.0,0.6070828437805176,0.21979562938213348,1
10,6775,1.0,1.0,0.5831640958786011,0.19068220257759094,1
11,6161,1.0,1.0,0.5673799514770508,0.2232385277748108,1
12,8102,1.0,1.0,0.5509170889854431,0.20342959463596344,1
13,1403,1.0,1.0,0.539594292640686,0.21994251012802124,1
14,979,1.0,1.0,0.5389740467071533,0.2638440728187561,1
15,9732,1.0,1.0,0.5356760025024414,0.22612951695919037,1
16,6819,1.0,1.0,0.5344797968864441,0.18509306013584137,1
17,8814,1.0,1.0,0.5108850598335266,0.27910351753234863,1
18,3668,1.0,1.0,0.510063111782074,0.17294754087924957,1
19,1001,1.0,1.0,0.5098369717597961,0.3114685118198395,1
20,455,1.0,1.0,0.502056896686554,0.19985118508338928,1
21,1599,1.0,1.0,0.4978819489479065,0.17057184875011444,1
22,8133,1.0,1.0,0.48854729533195496,0.21274703741073608,1
23,8713,1.0,1.0,0.4825921654701233,0.15003079175949097,1
24,10059,1.0,1.0,0.4742768406867981,0.22396034002304077,1
25,8169,1.0,1.0,0.4694816768169403,0.19390486180782318,1
26,167,1.0,1.0,0.46666020154953003,0.216551274061203,1
27,65,1.0,1.0,0.4617502987384796,0.1743333637714386,1
28,2784,1.0,1.0,0.4615461826324463,0.22917823493480682,1
29,8812,1.0,1.0,0.46083927154541016,0.21658043563365936,1
30,1541,1.0,1.0,0.45853090286254883,0.16429464519023895,1
31,6458,1.0,1.0,0.4495874047279358,0.16267244517803192,1
32,2568,1.0,1.0,0.44720128178596497,0.1658255010843277,1
33,3684,1.0,1.0,0.44377440214157104,0.24390578269958496,1
34,467,1.0,1.0,0.43570584058761597,0.2021307349205017,1
35,1018,1.0,1.0,0.4341222643852234,0.20818300545215607,1
36,354,1.0,1.0,0.4329116642475128,0.22450919449329376,1
37,450,1.0,1.0,0.42584028840065,0.17985999584197998,1
38,5843,1.0,1.0,0.42504242062568665,0.24963229894638062,1
39,9112,1.0,1.0,0.4221253991127014,0.15639451146125793,1
40,2246,1.0,1.0,0.4171912968158722,0.16524150967597961,1
41,9160,1.0,1.0,0.4144016206264496,0.17045240104198456,1
42,2466,1.0,1.0,0.4069814383983612,0.1843576729297638,1
43,457,1.0,1.0,0.40123358368873596,0.17420856654644012,1
44,1081,1.0,1.0,0.3966974914073944,0.20532046258449554,1
45,13,1.0,1.0,0.39263486862182617,0.24515576660633087,1
46,2337,1.0,1.0,0.3877151906490326,0.21342723071575165,1
47,733,1.0,1.0,0.38701340556144714,0.2003001868724823,1
48,4364,1.0,1.0,0.380888968706131,0.21488596498966217,1
49,9514,1.0,1.0,0.37313923239707947,0.17940467596054077,1
50,10087,1.0,1.0,0.3731082081794739,0.15645216405391693,1
51,9810,1.0,1.0,0.36850908398628235,0.1643039733171463,1
52,8952,1.0,1.0,0.36727312207221985,0.19289882481098175,1
53,4201,1.0,1.0,0.36607566475868225,0.2336573451757431,1
54,6267,1.0,1.0,0.3654871881008148,0.17307792603969574,1
55,6538,1.0,1.0,0.3567756414413452,0.20008568465709686,1
56,567,1.0,1.0,0.3552456200122833,0.14075037837028503,1
57,9668,1.0,1.0,0.3519629240036011,0.15936273336410522,1
58,1930,1.0,1.0,0.35107967257499695,0.2075071930885315,1
59,4995,1.0,1.0,0.3442942500114441,0.20817320048809052,1
60,6837,1.0,1.0,0.3371610939502716,0.19808313250541687,1
61,1994,1.0,1.0,0.33459794521331787,0.23860935866832733,1
62,9657,1.0,1.0,0.3278355002403259,0.15537551045417786,1
63,7989,1.0,1.0,0.32616761326789856,0.14909985661506653,1
64,2390,1.0,1.0,0.32573452591896057,0.1767057329416275,1
65,3024,1.0,1.0,0.3253777325153351,0.1230723112821579,1
66,2918,1.0,1.0,0.32447949051856995,0.14647090435028076,1
67,5553,1.0,1.0,0.3240506052970886,0.19917143881320953,1
68,3413,1.0,1.0,0.3229367733001709,0.15799282491207123,1
69,1751,1.0,1.0,0.322622686624527,0.1766049563884735,1
70,9417,1.0,1.0,0.3210800290107727,0.16027390956878662,1
71,2548,1.0,1.0,0.31809428334236145,0.11552049964666367,1
72,1334,1.0,1.0,0.31599241495132446,0.18620847165584564,1
73,3321,1.0,1.0,0.31369924545288086,0.15155655145645142,1
74,1675,1.0,1.0,0.3125717341899872,0.19250328838825226,1
75,3664,1.0,1.0,0.31244713068008423,0.12030642479658127,1
76,4557,1.0,1.0,0.31075435876846313,0.1881689876317978,1
77,2978,1.0,1.0,0.30831030011177063,0.2487739473581314,1
78,7928,1.0,1.0,0.30749836564064026,0.13594315946102142,1
79,7089,1.0,1.0,0.30713003873825073,0.18379485607147217,1
80,1007,1.0,1.0,0.3067963123321533,0.20747090876102448,1
81,4157,1.0,1.0,0.30382055044174194,0.19062308967113495,1
82,4850,1.0,1.0,0.3036556839942932,0.15319891273975372,1
83,5483,1.0,1.0,0.3009945750236511,0.1397373378276825,1
84,4602,1.0,1.0,0.29776519536972046,0.1933075189590454,1
85,8579,1.0,1.0,0.29760828614234924,0.12326786667108536,1
86,1481,1.0,1.0,0.2963789105415344,0.13846364617347717,1
87,5432,1.0,1.0,0.29444172978401184,0.1421598494052887,1
88,6562,1.0,1.0,0.2903463542461395,0.1559845209121704,1
89,343,1.0,1.0,0.2879747450351715,0.14133276045322418,1
90,9888,1.0,1.0,0.2879009544849396,0.22069694101810455,1
91,599,1.0,1.0,0.28665244579315186,0.18587033450603485,1
92,6098,1.0,1.0,0.2862861156463623,0.1501380056142807,1
93,7258,1.0,1.0,0.28586021065711975,0.1254281997680664,1
94,1269,1.0,1.0,0.2817826569080353,0.18572460114955902,1
95,9358,1.0,1.0,0.28167301416397095,0.1404755413532257,1
96,6870,1.0,1.0,0.2811583876609802,0.12263501435518265,1
97,749,1.0,1.0,0.28045639395713806,0.19140833616256714,1
98,898,1.0,1.0,0.27992355823516846,0.15548694133758545,1
99,5709,1.0,1.0,0.2743103802204132,0.15486380457878113,1
100,6151,1.0,1.0,0.2730245292186737,0.1297699362039566,1
101,8749,1.0,1.0,0.27264678478240967,0.10822945088148117,1
102,3584,1.0,1.0,0.27215152978897095,0.1448674499988556,1
103,4925,1.0,1.0,0.2717995345592499,0.15048325061798096,1
104,9051,1.0,1.0,0.27141648530960083,0.1651645004749298,1
105,4598,1.0,1.0,0.27135685086250305,0.18620094656944275,1
106,5142,1.0,1.0,0.27089807391166687,0.15280289947986603,1
107,9555,1.0,1.0,0.2703177034854889,0.1603643000125885,1
108,8934,1.0,1.0,0.2674417495727539,0.16070978343486786,1
109,9260,1.0,1.0,0.2642154395580292,0.13158386945724487,1
110,8519,1.0,1.0,0.26222407817840576,0.13860933482646942,1
111,1609,1.0,1.0,0.2621595561504364,0.15372799336910248,1
112,10058,1.0,1.0,0.2615959048271179,0.11822229623794556,1
113,5657,1.0,1.0,0.26063719391822815,0.14862358570098877,1
114,2272,1.0,1.0,0.26024866104125977,0.15293356776237488,1
115,7093,1.0,1.0,0.2595362663269043,0.1013164222240448,1
116,3240,1.0,1.0,0.25929325819015503,0.15956443548202515,1
117,10154,1.0,1.0,0.25768551230430603,0.1563316136598587,1
118,7854,1.0,1.0,0.25713402032852173,0.12595584988594055,1
119,2736,1.0,1.0,0.2571110129356384,0.11310973018407822,1
120,6172,1.0,1.0,0.2569715082645416,0.18369841575622559,1
121,3529,1.0,1.0,0.25693121552467346,0.12326745688915253,1
122,1189,1.0,1.0,0.25533363223075867,0.20386262238025665,1
123,3634,1.0,1.0,0.2552684545516968,0.1074315756559372,1
124,5041,1.0,1.0,0.2534012198448181,0.14281019568443298,1
125,5,1.0,1.0,0.25189870595932007,0.12396392226219177,1
126,8612,1.0,1.0,0.2513870596885681,0.13151681423187256,1
127,3300,1.0,1.0,0.2463623434305191,0.11959045380353928,1
128,2260,1.0,1.0,0.24128833413124084,0.11773750931024551,1
129,1510,1.0,1.0,0.23838190734386444,0.14766345918178558,1
130,5555,1.0,1.0,0.2371424287557602,0.1346583515405655,1
131,543,1.0,1.0,0.23711514472961426,0.21247346699237823,1
132,2743,1.0,1.0,0.2363852858543396,0.1490742415189743,1
133,5920,1.0,1.0,0.23460792005062103,0.15390583872795105,1
134,9932,1.0,1.0,0.23419298231601715,0.1362220197916031,1
135,1888,1.0,1.0,0.23050738871097565,0.11580666899681091,1
136,5228,1.0,1.0,0.22812044620513916,0.15726584196090698,1
137,9264,1.0,1.0,0.22438253462314606,0.15089842677116394,1
138,3942,1.0,1.0,0.2233959138393402,0.11314068734645844,1
139,5799,1.0,1.0,0.22049373388290405,0.15613330900669098,1
140,2315,1.0,1.0,0.2191203236579895,0.1283130794763565,1
141,8615,1.0,1.0,0.21833251416683197,0.13204500079154968,1
142,4823,1.0,1.0,0.20684745907783508,0.12550759315490723,1
143,997,1.0,1.0,0.20379826426506042,0.095363087952137,1
144,8592,1.0,1.0,0.20337195694446564,0.1481080800294876,1
145,6713,1.0,1.0,0.20169414579868317,0.11931943148374557,1
146,622,1.0,1.0,0.20082125067710876,0.11778062582015991,1
147,5039,1.0,1.0,0.1998213529586792,0.12234519422054291,1
148,8065,1.0,1.0,0.19862358272075653,0.13092024624347687,1
149,5647,1.0,1.0,0.19642938673496246,0.13191714882850647,1
150,6771,1.0,1.0,0.1957257241010666,0.10130595415830612,1
151,8604,1.0,1.0,0.19348357617855072,0.12536601722240448,1
152,6965,1.0,1.0,0.1910390406847,0.10914299637079239,1
153,9059,1.0,1.0,0.19089853763580322,0.12699450552463531,1
154,1593,1.0,1.0,0.19071552157402039,0.12956254184246063,1
155,7967,1.0,1.0,0.18719631433486938,0.11300846934318542,1
156,2303,1.0,1.0,0.18402265012264252,0.10034987330436707,1
157,5404,1.0,1.0,0.18054813146591187,0.1135483905673027,1
158,5270,1.0,1.0,0.17727477848529816,0.12128955870866776,1
159,7384,1.0,1.0,0.1732872873544693,0.07784879207611084,1
160,7513,1.0,1.0,0.16596156358718872,0.08371056616306305,1
161,6534,1.0,1.0,0.1659213751554489,0.08709407597780228,1
162,1414,1.0,1.0,0.16475334763526917,0.09340977668762207,1
163,8690,1.0,1.0,0.16464798152446747,0.10522744804620743,1
164,8887,1.0,1.0,0.16161827743053436,0.08387377858161926,1
165,4468,1.0,1.0,0.1608526110649109,0.08209680765867233,1
166,3051,1.0,1.0,0.15952011942863464,0.1133258044719696,1
167,1105,1.0,1.0,0.15715843439102173,0.08155520260334015,1
168,3705,1.0,1.0,0.14737488329410553,0.07297491282224655,1
169,3284,1.0,1.0,0.14440461993217468,0.08032059669494629,1
170,4487,1.0,1.0,0.14125420153141022,0.09847937524318695,1
171,5628,1.0,1.0,0.14052897691726685,0.08623998612165451,1
172,9376,1.0,1.0,0.1380578875541687,0.11092027276754379,1
173,3254,1.0,1.0,0.13312649726867676,0.07389067858457565,1
174,5355,1.0,1.0,0.13289695978164673,0.07829103618860245,1
175,8446,1.0,1.0,0.13134583830833435,0.07198086380958557,1
176,3611,1.0,1.0,0.12929131090641022,0.07196205854415894,1
