step_idx,timestep,feature_ids,feature_scales,main_ablation_value,baseline_value,early_ablation_value,late_ablation_value
0,958,1102 3865 3607 3809 1517 1603 3873 4259 275 2057,1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0,2.767578125,2.767578125,2.767578125,2.767578125
1,925,1102 3865 3607 3809 1517 1603 3873 4259 275 2057,1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0,5.931732177734375,5.931732177734375,3.1522216796875,5.931732177734375
2,892,1102 3865 3607 3809 1517 1603 3873 4259 275 2057,1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0,8.827392578125,8.827392578125,1.9972991943359375,8.827392578125
3,859,1102 3865 3607 3809 1517 1603 3873 4259 275 2057,1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0,12.779296875,12.779296875,7.564849853515625,12.779296875
4,826,1102 3865 3607 3809 1517 1603 3873 4259 275 2057,1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0,14.45184326171875,14.45184326171875,3.2901611328125,14.45184326171875
5,793,1102 3865 3607 3809 1517 1603 3873 4259 275 2057,1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0,15.969482421875,15.969482421875,2.921234130859375,15.969482421875
6,760,1102 3865 3607 3809 1517 1603 3873 4259 275 2057,1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0,16.6083984375,16.6083984375,3.0127410888671875,16.6083984375
7,727,1102 3865 3607 3809 1517 1603 3873 4259 275 2057,1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0,16.9454345703125,16.9454345703125,6.83013916015625,16.9454345703125
8,694,1102 3865 3607 3809 1517 1603 3873 4259 275 2057,1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0,16.6817626953125,16.6817626953125,7.871307373046875,16.6817626953125
9,661,1102 3865 3607 3809 1517 1603 3873 4259 275 2057,1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0,16.6328125,16.6328125,7.99688720703125,16.6328125
10,628,1102 3865 3607 3809 1517 1603 3873 4259 275 2057,1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0,15.84716796875,15.84716796875,7.5162506103515625,15.84716796875
11,595,1102 3865 3607 3809 1517 1603 3873 4259 275 2057,1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0,14.398223876953125,14.398223876953125,7.0344696044921875,14.398223876953125
12,562,1102 3865 3607 3809 1517 1603 3873 4259 275 2057,1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0,11.54949951171875,13.37646484375,6.611328125,13.37646484375
13,529,1102 3865 3607 3809 1517 1603 3873 4259 275 2057,1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0,2.89251708984375,12.62274169921875,6.4310302734375,12.62274169921875
14,496,1102 3865 3607 3809 1517 1603 3873 4259 275 2057,1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0,0.9441757202148438,12.27093505859375,6.450592041015625,12.27093505859375
15,463,1102 3865 3607 3809 1517 1603 3873 4259 275 2057,1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0,0.396759033203125,12.03680419921875,6.8627777099609375,12.03680419921875
16,430,1102 3865 3607 3809 1517 1603 3873 4259 275 2057,1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0,0.1734619140625,11.7386474609375,6.763671875,11.7386474609375
17,397,1102 3865 3607 3809 1517 1603 3873 4259 275 2057,1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0,0.35040283203125,11.75299072265625,6.5465087890625,11.75299072265625
18,364,1102 3865 3607 3809 1517 1603 3873 4259 275 2057,1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0,0.74755859375,11.389617919921875,6.57159423828125,11.389617919921875
19,331,1102 3865 3607 3809 1517 1603 3873 4259 275 2057,1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0,1.029052734375,11.24420166015625,6.29693603515625,11.24420166015625
20,298,1102 3865 3607 3809 1517 1603 3873 4259 275 2057,1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0,0.645751953125,10.7222900390625,6.1123046875,10.7222900390625
21,265,1102 3865 3607 3809 1517 1603 3873 4259 275 2057,1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0,0.4841156005859375,10.156570434570312,6.1405029296875,10.156570434570312
22,232,1102 3865 3607 3809 1517 1603 3873 4259 275 2057,1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0,0.53607177734375,10.133010864257812,5.95648193359375,10.133010864257812
23,199,1102 3865 3607 3809 1517 1603 3873 4259 275 2057,1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0,0.8486328125,10.09332275390625,5.660400390625,10.09332275390625
24,166,1102 3865 3607 3809 1517 1603 3873 4259 275 2057,1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0,0.86517333984375,9.862548828125,5.487091064453125,10.275390625
25,133,1102 3865 3607 3809 1517 1603 3873 4259 275 2057,1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0,0.8141937255859375,9.584014892578125,5.1712646484375,8.2901611328125
26,100,1102 3865 3607 3809 1517 1603 3873 4259 275 2057,1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0,0.764678955078125,9.538833618164062,5.08551025390625,4.134765625
27,67,1102 3865 3607 3809 1517 1603 3873 4259 275 2057,1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0,0.8494873046875,9.1563720703125,5.13787841796875,2.636444091796875
28,34,1102 3865 3607 3809 1517 1603 3873 4259 275 2057,1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0,0.7809295654296875,8.7437744140625,4.969512939453125,2.452178955078125
29,1,1102 3865 3607 3809 1517 1603 3873 4259 275 2057,1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0,0.782623291015625,7.16827392578125,4.1915130615234375,2.191497802734375
