rank,feature_id,score
1,1102,0.009307662956416607
2,2617,0.005199512932449579
3,1517,0.0036794610787183046
4,3607,0.0035269830841571093
5,3873,0.0034323171712458134
6,4259,0.0032421816140413284
7,275,0.002840906847268343
8,1193,0.002502342453226447
9,3299,0.002497083740308881
10,2057,0.002457401715219021
11,2866,0.002455074107274413
12,1342,0.0023292014375329018
13,4036,0.0022415604908019304
14,1649,0.0021894434466958046
15,1334,0.0021657519973814487
16,3611,0.00212289672344923
17,3049,0.0021136077120900154
18,4766,0.0020690085366368294
19,2243,0.0019693649373948574
20,508,0.001931699924170971
21,230,0.0018887296319007874
22,4959,0.001887087943032384
23,1148,0.0018388923490419984
24,444,0.0018227749969810247
25,404,0.0017152123618870974
26,2691,0.0016975868493318558
27,3201,0.001654482795856893
28,1345,0.0016393947880715132
29,3252,0.0015968552324920893
30,1357,0.0015577279264107347
31,1603,0.0015521387103945017
32,1813,0.0014821653021499515
33,2252,0.0014718524180352688
34,495,0.0013665359001606703
35,677,0.0013550803996622562
36,473,0.0013531710719689727
37,2781,0.0013042371720075607
38,2892,0.00129795097745955
39,1555,0.0012909101787954569
40,843,0.0012852703221142292
41,2037,0.0012843090808019042
42,4215,0.0012769169406965375
43,3345,0.001242110156454146
44,2229,0.0012417634716257453
45,4080,0.0012295024935156107
46,1313,0.0011781554203480482
47,2353,0.0011501340195536613
48,2248,0.0011501123663038015
49,4814,0.0011441197711974382
50,2422,0.0011287217494100332
