rank,feature_id,score
1,5508,-0.0019840372260659933
2,6645,-0.0018732895841822028
3,276,-0.0016015700530260801
4,8800,-0.0015085620107129216
5,5849,-0.0014636216219514608
6,5990,-0.0012082448229193687
7,4749,-0.0010421257466077805
8,766,-0.0010418386664241552
9,4731,-0.0010071678552776575
10,6060,-0.0010053764563053846
11,5361,-0.0010013170540332794
12,266,-0.0009759442764334381
13,3318,-0.0009688480058684945
14,182,-0.0008307453244924545
15,8937,-0.000830703997053206
16,9072,-0.0008287461241707206
17,8242,-0.0008103458094410598
18,1353,-0.0008029270102269948
19,9084,-0.0007778675644658506
20,7523,-0.000768199737649411
