rank,feature_id,score
1,5933,21749.826171875
2,3784,16388.96875
3,4313,14108.5234375
4,4465,9672.302734375
5,5006,6698.53662109375
6,1346,6386.7265625
7,9605,5004.45556640625
8,9691,4845.94775390625
9,8511,4704.6044921875
10,3102,4262.63427734375
11,8094,4179.046875
12,3212,4020.3125
13,7972,3580.56689453125
14,2016,3053.786376953125
15,7862,2841.51123046875
16,2797,2831.206787109375
17,7868,2673.700439453125
18,1064,2626.0390625
19,4417,2565.3427734375
20,7879,2545.379638671875
