rank,feature_id,score
1,8242,-0.7842650413513184
2,5508,-0.5934860706329346
3,3510,-0.5819040536880493
4,4927,-0.5721929669380188
5,9473,-0.5640922784805298
6,6060,-0.5342150926589966
7,10019,-0.5239779949188232
8,5849,-0.5093554258346558
9,8582,-0.5001884698867798
10,7796,-0.49322542548179626
11,9072,-0.48923224210739136
12,766,-0.48449763655662537
13,6645,-0.48422637581825256
14,7225,-0.4738094210624695
15,7523,-0.4728662073612213
16,2614,-0.4677070081233978
17,2998,-0.46309608221054077
18,9084,-0.4629804491996765
19,4117,-0.4582343101501465
20,1505,-0.4552615284919739
