rank,feature_id,score
1,4122,-0.002275255974382162
2,7897,-0.002077914774417877
3,1044,-0.0020544100552797318
4,975,-0.0019422095501795411
5,2735,-0.0019244884606450796
6,4237,-0.0019102379446849227
7,843,-0.001898312009871006
8,8119,-0.0017814245074987411
9,9419,-0.0017359487246721983
10,6620,-0.0014731773408129811
11,5304,-0.0014485141728073359
12,81,-0.0013719864655286074
13,2588,-0.0013663236750289798
14,785,-0.0013655946822836995
15,3647,-0.0013480213237926364
16,6563,-0.0012002259027212858
17,5555,-0.001191754243336618
18,4153,-0.001170004135929048
19,7293,-0.0010908907279372215
20,2982,-0.0010903392685577273
