rank,feature_id,score
1,4119,0.03397995978593826
2,1381,0.0229250006377697
3,44,0.012929265387356281
4,4880,0.009416205808520317
5,3493,0.009278148412704468
6,1537,0.009178993292152882
7,5061,0.008877051994204521
8,751,0.008579233661293983
9,80,0.008293078280985355
10,3522,0.007711729500442743
11,2662,0.007691432721912861
12,661,0.007129246834665537
13,454,0.006978609599173069
14,4094,0.006951885763555765
15,178,0.006788955070078373
16,369,0.005242819897830486
17,156,0.004817957989871502
18,1572,0.004693293012678623
19,2300,0.004430997651070356
20,1119,0.004008108284324408
21,2031,0.0038601630367338657
22,4315,0.0035761320032179356
23,575,0.003477544290944934
24,3443,0.003382144495844841
25,2887,0.0032140593975782394
26,1289,0.0031181788071990013
27,516,0.002511759754270315
28,2467,0.0023425922263413668
29,4791,0.0023076017387211323
30,4515,0.002273980062454939
31,963,0.0021894557867199183
32,5065,0.0021824496798217297
33,944,0.0021596699953079224
34,914,0.002093545626848936
35,2752,0.0020203664898872375
36,4802,0.0019592600874602795
37,779,0.0018813700880855322
38,3020,0.0016991149168461561
39,1225,0.0016842117765918374
40,2450,0.0016823249170556664
41,3993,0.0016807703068479896
42,3708,0.0016696477541700006
43,1155,0.0015350972535088658
44,28,0.0015066296327859163
45,5099,0.0014878014335408807
46,4069,0.001435564598068595
47,2876,0.0014317723689600825
48,2224,0.001380113884806633
49,1050,0.001372439437545836
50,4449,0.0013704294105991721
