rank,feature_id,score
1,699,-0.0049816095270216465
2,366,-0.003207619534805417
3,2617,-0.003193587763234973
4,3124,-0.002631185110658407
5,4614,-0.00255709420889616
6,2963,-0.0025417180731892586
7,3618,-0.0024520892184227705
8,4122,-0.002162707969546318
9,340,-0.002094700699672103
10,1696,-0.002049453789368272
11,4100,-0.00197712704539299
12,3263,-0.001934665022417903
13,535,-0.0019212595652788877
14,304,-0.0017180111026391387
15,4590,-0.0016941444482654333
16,3944,-0.0016773964744061232
17,2428,-0.0016678828978911042
18,4711,-0.001607923535630107
19,3914,-0.0015026000328361988
20,347,-0.0014816371258348227
21,94,-0.001411756151355803
22,1243,-0.0013864183565601707
23,4489,-0.0013768492499366403
24,222,-0.0013653251808136702
25,2288,-0.001359089044854045
26,2466,-0.0013387445360422134
27,1313,-0.0012959606247022748
28,2469,-0.0012888081837445498
29,622,-0.0012816309463232756
30,3252,-0.0012483701575547457
31,473,-0.0012454313691705465
32,1293,-0.0012253941968083382
33,474,-0.0012172015849500895
34,4219,-0.001162823522463441
35,2941,-0.0011481723049655557
36,3237,-0.001114926184527576
37,5032,-0.0011034656781703234
38,836,-0.0010857281740754843
39,431,-0.0010732316877692938
40,2595,-0.0010720284190028906
41,3058,-0.0010552887106314301
42,48,-0.0010546196717768908
43,4865,-0.0010274054948240519
44,156,-0.0009816205129027367
45,4014,-0.0009649715502746403
46,2252,-0.0009520227904431522
47,2678,-0.0009500505402684212
48,2064,-0.0009437493863515556
49,2282,-0.0009387356112711132
50,1555,-0.0009322114055976272
