rank,feature_id,score
1,4406,-0.0055391802452504635
2,1950,-0.003668084740638733
3,127,-0.003233968047425151
4,615,-0.002836745698004961
5,2120,-0.0028229441959410906
6,208,-0.002489688340574503
7,2897,-0.0021661426872015
8,1375,-0.0019708476029336452
9,3672,-0.0018771074246615171
10,2694,-0.001855673035606742
11,3867,-0.0018515664851292968
12,1642,-0.0017785255331546068
13,460,-0.0017628191271796823
14,2936,-0.0016861481126397848
15,4489,-0.0016250135377049446
16,3010,-0.0015636906027793884
17,1858,-0.0015485573094338179
18,3404,-0.0015444819582626224
19,246,-0.00154087133705616
20,4502,-0.0015262884553521872
21,255,-0.0015228062402456999
22,2773,-0.001518482225947082
23,2759,-0.0015155799919739366
24,3697,-0.001441085827536881
25,1150,-0.0014332691207528114
26,4287,-0.001405068556778133
27,4070,-0.001405014656484127
28,1164,-0.0013669205363839865
29,4534,-0.0013593070907518268
30,4990,-0.001339303213171661
31,369,-0.0012654487509280443
32,5088,-0.001232334179803729
33,2274,-0.0012195886811241508
34,2220,-0.0012089918600395322
35,1959,-0.0012072783429175615
36,924,-0.0011649163207039237
37,317,-0.0011523732682690024
38,3568,-0.001148447161540389
39,278,-0.001144706504419446
40,1122,-0.0011438786750659347
41,1101,-0.0011252888944000006
42,1198,-0.001109211822040379
43,2349,-0.0010923438239842653
44,213,-0.0010789594380185008
45,2020,-0.0010785215999931097
46,3776,-0.0010572524042800069
47,3234,-0.0010486178798601031
48,802,-0.0010242767166346312
49,2971,-0.001021658768877387
50,780,-0.0010197870433330536
