step_idx,timestep,baseline,main,early,late
0,958,5.069705963134766,5.069705963134766,5.069705963134766,5.069705963134766
1,925,6.827484130859375,6.827484130859375,5.173583984375,6.827484130859375
2,892,6.748146057128906,6.748146057128906,4.153228759765625,6.748146057128906
3,859,5.1482086181640625,5.1482086181640625,3.7777938842773438,5.1482086181640625
4,826,5.092559814453125,5.092559814453125,3.6172943115234375,5.092559814453125
5,793,5.170501708984375,3.5692481994628906,4.19366455078125,5.170501708984375
6,760,5.238189697265625,5.551872253417969,4.318656921386719,5.238189697265625
7,727,5.324432373046875,4.750640869140625,4.6685791015625,5.324432373046875
8,694,5.53125,5.82000732421875,4.9298095703125,5.53125
9,661,5.8463134765625,5.6978759765625,5.0711669921875,5.8463134765625
10,628,5.97705078125,5.9730224609375,5.03662109375,5.97705078125
11,595,5.9124755859375,6.1619873046875,5.141845703125,5.9124755859375
12,562,5.87359619140625,6.403778076171875,5.2044677734375,5.87359619140625
13,529,5.7884521484375,6.25250244140625,5.23779296875,5.7884521484375
14,496,5.779388427734375,6.265956878662109,5.075927734375,4.9927978515625
15,463,5.752899169921875,6.2772369384765625,4.96881103515625,5.2762451171875
16,430,5.7622833251953125,6.191936492919922,4.9464111328125,5.445770263671875
17,397,5.80743408203125,5.7830352783203125,4.91064453125,5.329925537109375
18,364,5.7989349365234375,5.546875,4.79327392578125,4.73785400390625
19,331,5.767204284667969,5.290439605712891,4.6502685546875,3.9759063720703125
20,298,5.7109832763671875,5.189666748046875,4.50341796875,3.225860595703125
21,265,5.7038726806640625,5.005889892578125,4.43798828125,3.474822998046875
22,232,5.6478271484375,4.828521728515625,4.43798828125,4.1263885498046875
23,199,5.677555084228516,4.583587646484375,4.367382049560547,4.430206298828125
24,166,5.6796112060546875,4.5263671875,4.314208984375,4.690406799316406
25,133,5.578517913818359,4.3421630859375,4.1434326171875,4.831031799316406
26,100,5.499504089355469,4.18133544921875,4.01513671875,3.9768218994140625
27,67,5.406482696533203,4.089599609375,3.8883056640625,2.7129440307617188
28,34,5.173423767089844,3.873291015625,3.6779251098632812,1.9605026245117188
29,1,4.2745819091796875,3.4957275390625,2.8461875915527344,0.638885498046875
