step_idx,timestep,baseline,main,early,late
0,958,3.135986328125,3.135986328125,1.42236328125,3.135986328125
1,925,6.413299560546875,6.413299560546875,1.9505767822265625,6.413299560546875
2,892,8.940185546875,8.940185546875,2.56463623046875,8.940185546875
3,859,12.598388671875,12.598388671875,2.589080810546875,12.598388671875
4,826,14.14569091796875,11.130874633789062,2.9248123168945312,14.14569091796875
5,793,15.65576171875,9.358879089355469,3.831024169921875,15.65576171875
6,760,16.2451171875,9.824066162109375,4.63104248046875,16.2451171875
7,727,16.5802001953125,7.7598114013671875,5.66558837890625,16.5802001953125
8,694,16.2503662109375,7.23785400390625,5.8311767578125,16.2503662109375
9,661,16.224853515625,5.8683624267578125,6.28143310546875,16.224853515625
10,628,15.494384765625,5.049560546875,6.85589599609375,15.494384765625
11,595,14.072540283203125,3.848724365234375,7.093597412109375,14.072540283203125
12,562,13.08154296875,3.43499755859375,7.09228515625,13.08154296875
13,529,12.37078857421875,4.376365661621094,7.0521240234375,10.07427978515625
14,496,12.06097412109375,4.6278228759765625,7.3311767578125,9.17169189453125
15,463,11.85760498046875,4.83929443359375,7.5413818359375,8.231201171875
16,430,11.5765380859375,4.7855072021484375,7.697479248046875,7.334442138671875
17,397,11.50885009765625,4.87384033203125,7.37213134765625,6.507904052734375
18,364,11.171844482421875,5.1006927490234375,7.37396240234375,6.055450439453125
19,331,11.04156494140625,5.0733642578125,7.095977783203125,5.562652587890625
20,298,10.4981689453125,5.113250732421875,6.9598388671875,4.9158172607421875
21,265,9.876296997070312,5.090423583984375,6.97320556640625,4.412437438964844
22,232,9.859817504882812,4.826171875,6.8681640625,3.40997314453125
23,199,9.84332275390625,4.55450439453125,6.62335205078125,2.4341888427734375
24,166,9.582275390625,4.31201171875,6.32452392578125,2.4427490234375
25,133,9.331329345703125,4.22320556640625,6.25494384765625,1.8138275146484375
26,100,9.308364868164062,3.9618682861328125,6.0096435546875,1.45416259765625
27,67,8.9168701171875,3.7393798828125,5.642333984375,1.13397216796875
28,34,8.5606689453125,3.29620361328125,5.233184814453125,0.98944091796875
29,1,7.17608642578125,2.783477783203125,4.2357177734375,0.8497314453125
