step_idx,timestep,baseline,main,early,late
0,958,1.664825439453125,1.664825439453125,0.25726318359375,1.664825439453125
1,925,5.70947265625,5.70947265625,0.47679901123046875,5.70947265625
2,892,5.771026611328125,5.771026611328125,0.5805740356445312,5.771026611328125
3,859,7.37841796875,7.37841796875,2.34686279296875,7.37841796875
4,826,7.944061279296875,4.083221435546875,2.0719833374023438,7.944061279296875
5,793,8.33935546875,0.5794525146484375,2.3645172119140625,8.33935546875
6,760,8.173934936523438,0.350189208984375,2.412689208984375,8.173934936523438
7,727,8.148460388183594,0.1840057373046875,2.478759765625,8.148460388183594
8,694,8.221183776855469,0.206512451171875,2.5258636474609375,8.221183776855469
9,661,8.315505981445312,0.41696929931640625,2.5582275390625,8.315505981445312
10,628,8.36590576171875,0.42443084716796875,2.3707275390625,8.36590576171875
11,595,8.39422607421875,0.1419830322265625,2.257904052734375,8.39422607421875
12,562,8.329833984375,0.0507049560546875,2.096343994140625,8.329833984375
13,529,8.201484680175781,0.16351318359375,1.99920654296875,6.4010009765625
14,496,8.1715087890625,0.2146453857421875,1.9246978759765625,4.930793762207031
15,463,8.04693603515625,0.408172607421875,1.9634246826171875,1.73809814453125
16,430,7.876708984375,0.30640411376953125,1.955963134765625,0.7647705078125
17,397,7.791748046875,0.47991180419921875,1.885223388671875,1.0115814208984375
18,364,7.649658203125,0.881866455078125,1.8722076416015625,1.107421875
19,331,7.581298828125,0.8323974609375,1.78802490234375,1.030303955078125
20,298,7.4345703125,1.00494384765625,1.61529541015625,0.984832763671875
21,265,7.556640625,0.987030029296875,1.529144287109375,0.9765625
22,232,7.2333984375,1.1433258056640625,1.4879302978515625,0.92706298828125
23,199,7.19091796875,1.4582443237304688,1.3769073486328125,0.89697265625
24,166,7.09375,1.6593780517578125,1.39666748046875,0.939453125
25,133,7.236328125,1.9085693359375,1.420501708984375,1.1015625
26,100,7.21478271484375,2.029205322265625,1.595458984375,1.0869140625
27,67,6.818229675292969,2.289886474609375,1.736236572265625,1.0940170288085938
28,34,6.7237091064453125,2.589141845703125,1.966705322265625,0.80322265625
29,1,6.75830078125,3.43359375,2.6395263671875,0.60400390625
