rank,feature_id,score
1,8111,16342.041015625
2,4607,13856.9326171875
3,9548,12288.2763671875
4,5771,12279.97265625
5,3962,11686.357421875
6,1409,11391.7236328125
7,6788,11251.638671875
8,5614,10336.7890625
9,4193,8073.90625
10,5459,7212.99755859375
11,6737,7205.671875
12,873,6597.23583984375
13,3774,6276.02490234375
14,6991,5626.1630859375
15,8312,4810.6171875
16,5867,4678.2470703125
17,5601,4454.1474609375
18,7339,4346.99560546875
19,8279,4287.59765625
20,4377,4085.89404296875
