step_idx,timestep,baseline,main,early,late
0,958,1.664825439453125,1.664825439453125,0.01245880126953125,1.664825439453125
1,925,5.70947265625,5.70947265625,0.0,5.70947265625
2,892,5.771026611328125,5.771026611328125,0.0435791015625,5.771026611328125
3,859,7.37841796875,7.37841796875,0.1252288818359375,7.37841796875
4,826,7.944061279296875,0.45435333251953125,1.1544876098632812,7.944061279296875
5,793,8.33935546875,0.6780548095703125,2.1667251586914062,8.33935546875
6,760,8.173934936523438,0.86328125,2.852935791015625,8.173934936523438
7,727,8.148460388183594,0.7231597900390625,2.8673095703125,8.148460388183594
8,694,8.221183776855469,0.7214126586914062,3.085968017578125,8.221183776855469
9,661,8.315505981445312,0.6553115844726562,3.5587158203125,8.315505981445312
10,628,8.36590576171875,0.97882080078125,4.282073974609375,8.36590576171875
11,595,8.39422607421875,0.8572463989257812,4.752197265625,8.39422607421875
12,562,8.329833984375,0.92626953125,5.106651306152344,8.329833984375
13,529,8.201484680175781,0.7545318603515625,5.4065399169921875,3.2255516052246094
14,496,8.1715087890625,0.6381072998046875,5.4869537353515625,2.73577880859375
15,463,8.04693603515625,0.9857177734375,5.3504486083984375,2.270751953125
16,430,7.876708984375,1.840087890625,5.2329254150390625,0.766357421875
17,397,7.791748046875,1.88232421875,5.22015380859375,0.684906005859375
18,364,7.649658203125,1.9990234375,5.274810791015625,0.7669219970703125
19,331,7.581298828125,2.033050537109375,5.323974609375,0.8445510864257812
20,298,7.4345703125,1.90289306640625,5.256553649902344,0.7813796997070312
21,265,7.556640625,1.878753662109375,5.2381591796875,0.96722412109375
22,232,7.2333984375,1.8501129150390625,5.2801513671875,1.162109375
23,199,7.19091796875,1.837738037109375,5.281608581542969,1.5637664794921875
24,166,7.09375,1.85272216796875,5.246307373046875,1.669921875
25,133,7.236328125,1.84613037109375,5.3123779296875,1.8720703125
26,100,7.21478271484375,1.87042236328125,5.332763671875,2.30859375
27,67,6.818229675292969,1.853271484375,5.43072509765625,2.162109375
28,34,6.7237091064453125,1.803863525390625,5.43988037109375,2.18359375
29,1,6.75830078125,1.9434356689453125,5.424125671386719,2.64453125
