step_idx,timestep,baseline,early,mid,late,custom
0,958,5.069705963134766,5.069705963134766,5.069705963134766,5.069705963134766,5.069705963134766
1,925,6.827484130859375,6.676616668701172,6.827484130859375,6.827484130859375,6.676616668701172
2,892,6.748146057128906,6.174320220947266,6.748146057128906,6.748146057128906,6.174320220947266
3,859,5.1482086181640625,4.1717681884765625,5.1482086181640625,5.1482086181640625,4.1717681884765625
4,826,5.092559814453125,3.8706512451171875,5.092559814453125,5.092559814453125,3.8706512451171875
5,793,5.170501708984375,3.961559295654297,4.68603515625,5.170501708984375,3.9370193481445312
6,760,5.238189697265625,4.1263427734375,4.615619659423828,5.238189697265625,4.105960845947266
7,727,5.324432373046875,4.317596435546875,5.043922424316406,5.324432373046875,4.155059814453125
8,694,5.53125,4.58544921875,5.305389404296875,5.53125,4.1173248291015625
9,661,5.8463134765625,4.772003173828125,5.1595458984375,5.8463134765625,3.862060546875
10,628,5.97705078125,4.80657958984375,4.9989013671875,5.97705078125,3.8351593017578125
11,595,5.9124755859375,4.861724853515625,4.77276611328125,5.9124755859375,3.9798583984375
12,562,5.87359619140625,4.8720855712890625,4.668182373046875,5.87359619140625,4.112632751464844
13,529,5.7884521484375,4.8751983642578125,4.642578125,5.7884521484375,4.0604400634765625
14,496,5.779388427734375,4.829864501953125,4.549468994140625,5.642578125,4.0719146728515625
15,463,5.752899169921875,4.769134521484375,4.386810302734375,5.52374267578125,3.9983749389648438
16,430,5.7622833251953125,4.7578887939453125,4.224761962890625,5.388763427734375,3.9124069213867188
17,397,5.80743408203125,4.7419281005859375,4.199859619140625,5.344207763671875,3.8942108154296875
18,364,5.7989349365234375,4.7696533203125,4.08941650390625,5.1176910400390625,3.8726119995117188
19,331,5.767204284667969,4.739620208740234,4.0254364013671875,4.9315338134765625,3.888507843017578
20,298,5.7109832763671875,4.71807861328125,3.959136962890625,4.7608642578125,3.824176788330078
21,265,5.7038726806640625,4.648326873779297,3.8974990844726562,4.561962127685547,3.7707977294921875
22,232,5.6478271484375,4.507198333740234,3.7499847412109375,4.066856384277344,3.7083892822265625
23,199,5.677555084228516,4.384128570556641,3.6522674560546875,3.186614990234375,3.5520172119140625
24,166,5.6796112060546875,4.1177520751953125,3.6179656982421875,2.2068405151367188,3.463623046875
25,133,5.578517913818359,4.014263153076172,3.5878448486328125,1.60211181640625,3.2601966857910156
26,100,5.499504089355469,3.8715744018554688,3.3199005126953125,1.3106689453125,2.9760894775390625
27,67,5.406482696533203,3.8532867431640625,2.9987945556640625,1.0390243530273438,2.568798065185547
28,34,5.173423767089844,3.8711395263671875,2.58868408203125,0.6155166625976562,2.0544891357421875
29,1,4.2745819091796875,3.80499267578125,1.4317359924316406,0.2015838623046875,0.856719970703125
