step_idx,timestep,baseline,early,mid,late,custom
0,958,3.135986328125,2.1984710693359375,3.135986328125,3.135986328125,2.1984710693359375
1,925,6.413299560546875,2.11358642578125,6.413299560546875,6.413299560546875,2.11358642578125
2,892,8.940185546875,2.503814697265625,8.940185546875,8.940185546875,2.503814697265625
3,859,12.598388671875,4.606842041015625,12.598388671875,12.598388671875,4.606842041015625
4,826,14.14569091796875,7.85162353515625,12.452301025390625,14.14569091796875,6.605621337890625
5,793,15.65576171875,9.5916748046875,12.853271484375,15.65576171875,6.239723205566406
6,760,16.2451171875,10.1973876953125,11.561721801757812,16.2451171875,6.4923858642578125
7,727,16.5802001953125,9.4249267578125,10.787994384765625,16.5802001953125,6.21356201171875
8,694,16.2503662109375,8.59991455078125,9.159561157226562,16.2503662109375,5.724456787109375
9,661,16.224853515625,8.14801025390625,8.136886596679688,16.224853515625,5.72894287109375
10,628,15.494384765625,7.9044189453125,7.83599853515625,15.494384765625,5.8585052490234375
11,595,14.072540283203125,7.8931884765625,7.544189453125,14.072540283203125,5.9366302490234375
12,562,13.08154296875,7.854248046875,7.24652099609375,13.08154296875,6.0998382568359375
13,529,12.37078857421875,7.71160888671875,8.19049072265625,11.006790161132812,5.8765411376953125
14,496,12.06097412109375,7.32586669921875,7.73919677734375,9.945510864257812,5.458740234375
15,463,11.85760498046875,7.05712890625,7.34466552734375,9.52703857421875,5.31561279296875
16,430,11.5765380859375,6.8112945556640625,6.944549560546875,8.755691528320312,5.194976806640625
17,397,11.50885009765625,6.57891845703125,6.82330322265625,8.046783447265625,5.2696533203125
18,364,11.171844482421875,6.6257476806640625,6.71466064453125,7.3499298095703125,5.21319580078125
19,331,11.04156494140625,6.79888916015625,6.68743896484375,6.71600341796875,4.944671630859375
20,298,10.4981689453125,6.7210693359375,6.33111572265625,6.37908935546875,4.777191162109375
21,265,9.876296997070312,6.511627197265625,5.933349609375,6.28228759765625,4.490119934082031
22,232,9.859817504882812,6.1717681884765625,5.631103515625,6.1715087890625,4.626953125
23,199,9.84332275390625,6.0256195068359375,5.302490234375,5.446990966796875,4.7064056396484375
24,166,9.582275390625,5.841827392578125,5.20806884765625,4.80218505859375,4.489997863769531
25,133,9.331329345703125,5.8453369140625,5.108367919921875,3.633514404296875,4.147705078125
26,100,9.308364868164062,5.8875732421875,4.845489501953125,2.897796630859375,3.9368438720703125
27,67,8.9168701171875,5.7447509765625,4.3239593505859375,2.3576736450195312,3.467803955078125
28,34,8.5606689453125,5.5245361328125,3.8221893310546875,2.1114883422851562,3.2957611083984375
29,1,7.17608642578125,4.889678955078125,2.4638748168945312,1.2392578125,1.581024169921875
