step_idx,timestep,baseline,early,mid,late,custom
0,958,4.29742431640625,3.7921371459960938,4.29742431640625,4.29742431640625,3.7921371459960938
1,925,10.2745361328125,9.71337890625,10.2745361328125,10.2745361328125,9.71337890625
2,892,11.352203369140625,7.200164794921875,11.352203369140625,11.352203369140625,7.200164794921875
3,859,13.1871337890625,9.15948486328125,13.1871337890625,13.1871337890625,9.15948486328125
4,826,14.805351257324219,10.6373291015625,14.3177490234375,14.805351257324219,10.57421875
5,793,16.131195068359375,12.1700439453125,14.751663208007812,16.131195068359375,12.07318115234375
6,760,17.265228271484375,13.4075927734375,16.039886474609375,17.265228271484375,13.190597534179688
7,727,18.4381103515625,15.099365234375,16.91943359375,18.4381103515625,13.461578369140625
8,694,19.14190673828125,16.265625,17.5701904296875,19.14190673828125,14.671875
9,661,19.4263916015625,17.681884765625,18.552047729492188,19.4263916015625,15.657470703125
10,628,19.6558837890625,18.70654296875,18.68994140625,19.6558837890625,16.02276611328125
11,595,19.9134521484375,19.29345703125,19.7281494140625,19.9134521484375,15.599609375
12,562,19.9739990234375,20.095703125,21.26300048828125,19.9739990234375,16.412109375
13,529,20.08599853515625,20.4169921875,22.248275756835938,20.7080078125,17.052001953125
14,496,20.55096435546875,20.921875,22.031539916992188,19.742340087890625,17.139404296875
15,463,20.756103515625,21.233642578125,22.111328125,20.151153564453125,17.6361083984375
16,430,20.730255126953125,21.370849609375,22.309326171875,20.197265625,17.956298828125
17,397,20.414306640625,21.388671875,22.62811279296875,20.989013671875,18.4100341796875
18,364,19.95880126953125,21.670654296875,22.8856201171875,22.34527587890625,18.7120361328125
19,331,19.734527587890625,21.7694091796875,23.0599365234375,24.2923583984375,19.1573486328125
20,298,19.75189208984375,21.9549560546875,23.311279296875,26.556259155273438,19.609375
21,265,19.932357788085938,22.07745361328125,23.67352294921875,30.9527587890625,19.98370361328125
22,232,20.025619506835938,22.1275634765625,23.939361572265625,36.53904724121094,20.3594970703125
23,199,19.843612670898438,22.0303955078125,24.2232666015625,43.2799072265625,20.73748779296875
24,166,19.953659057617188,22.1302490234375,24.307891845703125,46.5826416015625,21.19671630859375
25,133,19.767608642578125,22.071121215820312,24.38128662109375,46.97419738769531,21.020828247070312
26,100,19.79632568359375,22.25604248046875,24.659454345703125,46.5302734375,20.907318115234375
27,67,19.596343994140625,22.05401611328125,24.8148193359375,45.8511962890625,21.040664672851562
28,34,19.4658203125,22.258392333984375,25.307586669921875,44.7474365234375,21.376068115234375
29,1,18.57464599609375,21.638076782226562,26.406204223632812,40.03364562988281,23.503143310546875
