rank,feature_id,score
1,3837,0.006082139443606138
2,376,0.004616553895175457
3,3587,0.0037054941058158875
4,4033,0.003133116289973259
5,3493,0.0030811477918177843
6,5056,0.0028753841761499643
7,3333,0.002841618610545993
8,1372,0.002711761277168989
9,4747,0.0027004354633390903
10,4919,0.0025735017843544483
11,1434,0.002556080464273691
12,1094,0.0024659144692122936
13,1572,0.002330117393285036
14,2833,0.002317645587027073
15,3440,0.0023074233904480934
16,2247,0.002299975138157606
17,2179,0.0022087134420871735
18,129,0.0021613985300064087
19,4640,0.001994507387280464
20,4005,0.0018803635612130165
21,4139,0.0017682795878499746
22,1234,0.0017516415100544691
23,996,0.0016892841085791588
24,882,0.0016049686819314957
25,4711,0.0016044102376326919
26,4628,0.0015702840173617005
27,3988,0.0015657062176615
28,2640,0.0015589125687256455
29,3950,0.0015336722135543823
30,4709,0.0014748619869351387
31,2467,0.0014463490806519985
32,3494,0.0014460848178714514
33,3770,0.0014107811730355024
34,3155,0.0013592417817562819
35,2360,0.0013420013710856438
36,3242,0.001312475884333253
37,59,0.001300630858168006
38,472,0.001295051770284772
39,973,0.0012923248577862978
40,2101,0.0012691556476056576
41,63,0.0012468203203752637
42,3097,0.0011960038682445884
43,3279,0.0011640922166407108
44,578,0.001157489256002009
45,3565,0.0011438438668847084
46,3996,0.001143459347076714
47,3814,0.0011432060273364186
48,3214,0.0011414854088798165
49,3953,0.0011125355958938599
50,3640,0.0010913849109783769
