rank,feature_id,score
1,4197,-0.026550764217972755
2,3936,-0.008442682214081287
3,2733,-0.005441830959171057
4,3997,-0.004853161051869392
5,608,-0.004732698202133179
6,828,-0.004525706171989441
7,2804,-0.0031868170481175184
8,445,-0.0029373695142567158
9,4916,-0.0029062589164823294
10,3685,-0.0026053241454064846
11,2680,-0.002465524012222886
12,705,-0.0023615846876055002
13,3162,-0.00229436531662941
14,1947,-0.0022867321968078613
15,4897,-0.002231681253761053
16,5080,-0.0020754667930305004
17,4300,-0.002066531218588352
18,879,-0.0020379081834107637
19,1771,-0.002002452267333865
20,4163,-0.0019530178979039192
21,1320,-0.0019222069531679153
22,2244,-0.001922001363709569
23,4307,-0.0017814229940995574
24,2479,-0.001660343841649592
25,4124,-0.0016449438408017159
26,2008,-0.0016002652700990438
27,2440,-0.0015964314807206392
28,4573,-0.0015411502681672573
29,1725,-0.0015266200061887503
30,50,-0.001462847227230668
31,1507,-0.001461788546293974
32,4059,-0.001419552369043231
33,4348,-0.0013604862615466118
34,2265,-0.0013572872849181294
35,1824,-0.00134844530839473
36,4312,-0.0013398658484220505
37,1896,-0.001286083715967834
38,1394,-0.0012011561775580049
39,834,-0.0011993946973234415
40,3440,-0.0011474189814180136
41,518,-0.001147320494055748
42,2151,-0.001138330902904272
43,3553,-0.001125844195485115
44,4926,-0.0011098813265562057
45,3067,-0.001107553020119667
46,4172,-0.0011025748681277037
47,3247,-0.001094948616810143
48,1538,-0.0010940574575215578
49,2109,-0.001093387370929122
50,4547,-0.0010592062026262283
