rank,feature_id,score
1,5466,-1.3870584964752197
2,1861,-0.8940919637680054
3,3800,-0.789798378944397
4,4395,-0.723603367805481
5,6684,-0.6924606561660767
6,9481,-0.6248095631599426
7,6486,-0.6022855639457703
8,5517,-0.5919983983039856
9,3685,-0.5906938314437866
10,5866,-0.563088595867157
